"id","length","S2_Ctrl1","S2_Auxin1","S2_Ctrl2","S2_Auxin2","Chd1_Ctrl1","Chd1_Auxin1","Chd1_Ctrl2","Chd1_Auxin2"
"FBgn0267066",368,4,1,1,2,5,3,5,4
"FBgn0267067",438,4,6,1,2,9,6,9,8
"FBgn0267070",651,5,14,10,11,56,19,68,17
"FBgn0267073",774,356,774,418,388,1878,1885,2043,1925
"FBgn0267075",2640,3,1,2,2,8,12,17,10
"FBgn0267076",2492,20,37,28,25,88,77,86,73
"FBgn0267078",1486,1,6,4,4,16,22,9,18
"FBgn0267079",926,0,0,0,1,2,1,4,4
"FBgn0267081",1321,44,61,37,27,85,104,102,119
"FBgn0267084",1219,9,36,11,16,13,18,14,17
"FBgn0267086",333,8,25,14,19,62,44,55,74
"FBgn0267087",2897,37,79,39,36,105,90,127,82
"FBgn0267089",4733,1,2,1,5,5,9,6,6
"FBgn0267090",785,0,4,0,0,2,2,3,3
"FBgn0267091",1510,0,0,2,0,11,7,9,7
"FBgn0267096",280,0,3,1,0,5,6,1,2
"FBgn0267097",1419,4,16,5,7,5,19,6,12
"FBgn0267100",425,0,2,2,1,7,4,10,4
"FBgn0267101",399,1,3,1,3,8,15,20,15
"FBgn0267102",527,17,29,14,9,172,232,177,240
"FBgn0267103",386,5,7,3,5,42,70,34,65
"FBgn0267104",941,11,38,15,15,43,35,46,36
"FBgn0267106",440,2,1,0,0,5,4,8,2
"FBgn0267107",624,2,1,2,1,2,7,2,3
"FBgn0267109",735,23,38,20,24,128,144,148,173
"FBgn0267111",6900,66,134,57,64,406,206,406,241
"FBgn0267112",3582,1,0,0,1,7,5,5,5
"FBgn0267113",2023,3,7,10,7,18,7,17,12
"FBgn0267114",876,0,1,4,0,2,2,3,4
"FBgn0267115",698,1,3,1,3,2,2,3,1
"FBgn0267116",761,1,2,2,11,2,7,4,7
"FBgn0267118",4131,0,2,0,0,3,3,8,1
"FBgn0267119",545,1,3,1,0,4,2,7,3
"FBgn0267124",549,0,4,0,1,7,5,11,5
"FBgn0267125",751,12,33,18,13,25,46,29,52
"FBgn0267126",490,291,542,296,335,432,408,457,476
"FBgn0267127",1740,3,4,2,3,16,25,18,14
"FBgn0267128",733,35,50,31,44,107,197,104,149
"FBgn0267131",3451,21,52,27,26,73,42,71,42
"FBgn0267132",1601,1,5,1,1,3,4,7,3
"FBgn0267133",3401,4,6,7,7,8,8,9,6
"FBgn0267136",1894,2,2,4,1,1,2,2,1
"FBgn0267137",703,12,28,5,14,91,73,95,67
"FBgn0267138",597,0,6,0,5,7,15,6,10
"FBgn0267141",440,0,2,0,0,5,4,0,1
"FBgn0267145",5851,5,4,1,2,5,9,4,4
"FBgn0267146",761,4,5,4,3,22,12,23,17
"FBgn0267148",558,2,3,0,1,11,12,3,12
"FBgn0267149",516,2,1,1,1,2,7,5,2
"FBgn0267150",778,13,39,14,24,99,151,106,127
"FBgn0267153",1966,5,6,7,2,16,13,12,22
"FBgn0267154",507,0,3,2,0,1,1,2,5
"FBgn0267155",468,2,3,1,2,34,28,39,39
"FBgn0267157",385,6,7,3,0,18,21,16,16
"FBgn0267158",559,1,2,0,3,1,3,1,1
"FBgn0267159",662,1,1,1,4,0,2,3,2
"FBgn0267160",3137,6,7,10,9,61,45,50,50
"FBgn0267162",344,15,29,15,14,32,42,50,59
"FBgn0267164",5913,38,52,27,29,115,155,141,168
"FBgn0267167",289,2,12,7,4,36,20,32,21
"FBgn0267168",848,1,7,2,2,0,1,1,1
"FBgn0267170",314,1,3,1,1,8,4,6,2
"FBgn0267171",783,4,13,4,5,26,27,34,23
"FBgn0267172",961,1,2,3,1,30,32,31,18
"FBgn0267176",542,6,4,4,1,29,31,32,30
"FBgn0267177",488,6,7,4,8,58,23,70,23
"FBgn0267178",658,16,45,22,23,123,64,123,86
"FBgn0267179",296,0,0,0,0,4,6,7,3
"FBgn0267180",1625,27,48,26,28,61,88,73,96
"FBgn0267181",3673,4,8,2,4,14,16,15,12
"FBgn0267183",380,11,16,15,12,45,65,53,61
"FBgn0267185",450,5,14,6,6,24,18,25,19
"FBgn0267186",879,1,7,2,1,7,4,5,10
"FBgn0267187",208,1,8,1,5,23,15,25,12
"FBgn0267190",467,1,1,1,0,2,1,4,1
"FBgn0267191",750,4,5,3,7,12,6,8,16
"FBgn0267195",601,6,10,5,6,60,48,56,58
"FBgn0267196",226,1,4,0,0,5,8,8,16
"FBgn0267197",409,56,118,57,50,130,139,135,141
"FBgn0267198",237,45,68,31,46,92,148,137,164
"FBgn0267199",744,148,265,151,139,143,186,131,198
"FBgn0267200",382,5,11,9,14,40,35,32,40
"FBgn0267201",680,36,57,24,28,61,40,56,50
"FBgn0267202",300,35,80,33,22,38,36,51,30
"FBgn0267203",460,144,318,182,183,599,736,571,698
"FBgn0267205",704,0,2,0,1,8,7,5,10
"FBgn0267207",301,12,21,10,11,50,62,51,70
"FBgn0267208",331,4,4,1,2,10,13,13,18
"FBgn0267210",757,0,6,1,3,10,5,6,4
"FBgn0267212",636,0,2,0,0,7,14,4,13
"FBgn0267213",461,0,1,1,1,2,6,1,7
"FBgn0267214",641,1,1,0,1,3,7,4,6
"FBgn0267215",301,0,2,0,0,0,5,2,5
"FBgn0267216",400,1,1,1,0,4,3,2,4
"FBgn0267217",357,0,0,1,1,1,8,2,5
"FBgn0267219",1010,10,8,9,5,25,35,29,50
"FBgn0267220",860,4,6,4,4,10,7,16,4
"FBgn0267221",370,87,168,97,108,849,797,698,677
"FBgn0267222",458,1,4,1,1,7,9,5,6
"FBgn0267225",277,0,0,1,1,8,3,2,2
"FBgn0267226",553,0,4,1,2,7,7,6,4
"FBgn0267228",17510,98,215,75,88,211,219,209,254
"FBgn0267229",2210,1,2,0,0,3,5,2,2
"FBgn0267230",328,38,89,23,26,116,91,119,93
"FBgn0267233",681,2,2,1,0,3,1,6,7
"FBgn0267236",411,0,1,2,0,6,1,4,4
"FBgn0267237",458,71,148,67,79,265,296,335,334
"FBgn0267239",1007,1,5,0,0,11,25,9,12
"FBgn0267241",903,12,28,18,10,58,75,73,74
"FBgn0267242",1766,0,0,0,0,5,2,0,6
"FBgn0267243",4516,10,21,11,16,23,35,36,26
"FBgn0267246",890,2,1,3,3,5,7,11,7
"FBgn0267247",310,2,2,4,2,6,11,8,8
"FBgn0267252",45932,27,54,32,28,53,55,49,60
"FBgn0267253",48013,64,147,106,97,319,364,347,311
"FBgn0267257",2171,0,1,1,0,7,17,9,16
"FBgn0267259",232,3,16,6,2,15,16,23,16
"FBgn0267264",3169,8,6,9,8,11,20,9,12
"FBgn0267268",673,0,1,3,0,5,4,4,0
"FBgn0267269",2531,0,2,1,0,4,3,4,5
"FBgn0267270",1547,0,0,1,1,3,47,3,25
"FBgn0267275",637,3,2,3,2,6,4,13,9
"FBgn0267276",822,27,61,21,32,10,10,7,2
"FBgn0267277",1291,1,2,2,1,8,3,6,4
"FBgn0267279",687,1,3,0,1,5,6,3,7
"FBgn0267280",519,27,35,18,25,75,36,77,22
"FBgn0267281",348,13,16,20,12,56,200,79,231
"FBgn0267284",807,37,72,39,43,29,86,34,93
"FBgn0267286",769,4,4,5,1,5,4,3,4
"FBgn0267290",601,0,2,0,0,4,1,1,3
"FBgn0267294",443,5,6,3,2,23,21,25,26
"FBgn0267296",1269,14,29,7,20,30,36,41,32
"FBgn0267299",790,2,9,3,2,12,12,6,9
"FBgn0267300",564,2,0,1,1,4,9,8,4
"FBgn0267301",520,7,22,6,13,93,62,92,37
"FBgn0267308",408,2,0,2,2,2,9,1,4
"FBgn0267318",447,1,3,0,0,0,5,0,2
"FBgn0267319",291,0,1,0,0,0,3,2,10
"FBgn0267320",554,9,13,16,4,30,39,32,30
"FBgn0267322",739,17,38,9,20,61,94,88,109
"FBgn0267326",3112,15,25,5,13,11,20,18,22
"FBgn0267330",1746,516,902,487,453,1328,1259,1595,1381
"FBgn0267336",120684,1143,2085,1171,1091,3831,3143,3686,3126
"FBgn0267337",37013,11,31,24,13,72,24,36,25
"FBgn0267339",1184,114,215,123,123,301,487,406,594
"FBgn0267347",1600,376,791,375,364,1951,2031,1746,1836
"FBgn0267348",9067,2206,4460,2208,1959,5629,5900,6000,6373
"FBgn0267350",8869,334,626,296,306,679,694,766,742
"FBgn0267351",4651,241,388,212,177,446,576,530,617
"FBgn0267363",4161,2,1,2,2,11,11,10,13
"FBgn0267365",1050,410,813,391,380,1197,1847,1472,1915
"FBgn0267366",1339,36,65,34,35,86,117,79,103
"FBgn0267376",5288,63,154,59,64,224,233,237,276
"FBgn0267378",4758,284,518,221,251,1010,847,1174,918
"FBgn0267383",723,2,3,1,0,3,4,3,6
"FBgn0267384",2191,81,139,63,71,306,322,344,384
"FBgn0267385",5211,553,993,534,416,2942,2897,3424,3104
"FBgn0267390",10301,703,1323,644,699,1522,1868,1774,2027
"FBgn0267398",1717,651,1336,648,648,1718,1974,1714,2036
"FBgn0267399",1085,1,0,0,3,3,5,1,0
"FBgn0267400",1020,1,1,1,6,2,6,4,2
"FBgn0267408",5156,445,934,426,480,3203,3134,3934,3159
"FBgn0267425",974,2,9,5,5,27,38,14,18
"FBgn0267428",379081,9,12,4,5,19,15,19,17
"FBgn0267429",434041,10,9,136,4,15,11,22,15
"FBgn0267430",709421,7,27,4,7,12,11,17,15
"FBgn0267431",1965857,4,12,8,17,59,18,39,37
"FBgn0267432",226785,39,78,32,39,51,58,53,70
"FBgn0267433",115237,32,38,20,29,22,35,30,21
"FBgn0267435",6551,59,95,49,53,76,103,79,82
"FBgn0267439",568,15,33,19,30,120,90,121,97
"FBgn0267440",870,0,1,0,2,5,6,2,2
"FBgn0267441",826,1,0,2,0,5,4,12,9
"FBgn0267443",755,41,59,31,29,93,103,111,112
"FBgn0267448",1540,13,14,7,9,39,41,47,41
"FBgn0267449",214356,9,18,16,4,6,9,5,21
"FBgn0267450",732,3,7,4,3,10,18,20,13
"FBgn0267451",743,6,8,2,3,13,14,12,8
"FBgn0267452",1070,6,1,5,5,6,19,7,9
"FBgn0267453",1448,0,1,0,0,4,1,2,3
"FBgn0267454",885,68,116,57,50,203,166,166,178
"FBgn0267455",842,31,116,22,40,76,85,88,115
"FBgn0267457",1516,0,4,2,7,5,7,6,8
"FBgn0267458",524,43,85,57,40,139,124,94,106
"FBgn0267459",703,1,2,0,5,1,1,0,2
"FBgn0267461",1169,106,160,76,93,306,331,302,301
"FBgn0267462",621,10,9,10,10,17,32,24,21
"FBgn0267463",453,57,136,69,72,113,150,142,150
"FBgn0267464",706,3,9,5,9,7,9,8,6
"FBgn0267465",1072,8,7,3,5,29,53,27,29
"FBgn0267468",419,2,4,5,1,2,4,0,0
"FBgn0267469",414,16,43,10,20,28,41,41,28
"FBgn0267470",669,44,82,37,34,230,166,298,212
"FBgn0267472",882,7,14,5,8,12,12,16,10
"FBgn0267473",871,7,14,4,14,41,23,35,25
"FBgn0267474",1219,2,10,6,1,5,9,3,10
"FBgn0267475",935,3,0,0,1,3,0,1,3
"FBgn0267477",1143,6,8,1,6,20,26,23,29
"FBgn0267481",1384,6,6,6,4,12,10,11,18
"FBgn0267483",399,15,20,11,16,30,39,19,26
"FBgn0267484",406,18,30,8,8,24,15,29,16
"FBgn0267485",1960,2,16,5,11,11,4,10,8
"FBgn0267486",4124,0,3,0,1,1,0,2,5
"FBgn0267487",132765,755,1288,559,621,984,1001,1102,1207
"FBgn0267488",8866,549,918,461,482,950,947,1023,976
"FBgn0267489",45929,3,14,7,9,934,846,1056,940
"FBgn0267495",3248,6,13,3,4,17,11,14,12
"FBgn0267505",6863,2883,12381,21291,29342,10527,12609,11690,12870
"FBgn0267506",4191,193,330,109,232,55,58,43,70
"FBgn0267507",8118,18,42,7,48,2,4,0,7
"FBgn0267508",821,14935,29543,10005,17183,1207,1863,810,2341
"FBgn0267509",123,8,57,3,15,0,2,1,2
"FBgn0267510",30,6,9,10,4,0,1,0,1
"FBgn0267511",2800,8731,30719,8939,7943,830,922,1207,1150
"FBgn0267513",255,1106,4228,1466,922,165,166,166,166
"FBgn0267514",123,583,2054,455,429,210,265,400,665
"FBgn0267515",704,10519,20796,6067,9290,1936,1536,1446,1352
"FBgn0267516",5725,27607,63099,17656,24930,2273,2195,2998,1820
"FBgn0267517",123,139,273,73,97,6,7,7,13
"FBgn0267518",30,161,58,606,140,1,0,0,68
"FBgn0267519",2689,35035,73943,30370,24834,4727,5888,5939,8985
"FBgn0267520",357,9097,24553,6147,9642,204,574,290,236
"FBgn0267523",123,646,1797,323,290,38,42,27,46
"FBgn0267524",30,760,1499,285,1468,345,750,1243,515
"FBgn0267526",518,0,2,1,2,3,1,8,1
"FBgn0267528",593,6,10,5,2,6,9,9,12
"FBgn0267530",970,3,5,5,5,10,16,10,15
"FBgn0267531",2245,3,4,1,0,6,2,0,0
"FBgn0267533",958,3,6,3,3,14,27,15,15
"FBgn0267534",873,85,189,81,100,146,121,157,115
"FBgn0267537",1037,1,3,0,0,3,3,1,3
"FBgn0267548",492,0,2,1,0,3,2,3,7
"FBgn0267549",574,34,65,34,31,104,114,126,160
"FBgn0267555",695,0,3,0,1,2,2,5,5
"FBgn0267556",2413,6,9,4,3,5,9,7,6
"FBgn0267557",641,27,44,23,25,90,152,86,123
"FBgn0267558",349,5,7,4,4,11,16,17,18
"FBgn0267559",932,1,1,0,1,3,5,2,1
"FBgn0267566",253,5,8,4,2,14,2,1,4
"FBgn0267567",481,40,67,39,35,110,158,144,176
"FBgn0267568",712,530,919,432,488,711,923,705,855
"FBgn0267570",2738,65,129,64,64,154,185,170,146
"FBgn0267571",3391,41,61,36,48,153,179,155,162
"FBgn0267572",7418,19,20,2,10,49,47,37,32
"FBgn0267573",2441,15,16,10,24,94,71,70,56
"FBgn0267574",228,72,156,51,49,534,386,568,458
"FBgn0267576",3898,3,1,1,4,6,8,6,7
"FBgn0267578",2909,0,4,1,1,0,1,3,1
"FBgn0267579",5739,3,5,3,1,2,2,1,5
"FBgn0267580",2009,0,0,0,0,1,5,0,5
"FBgn0267581",521,7,6,5,6,10,5,10,14
"FBgn0267582",558,0,2,0,1,4,3,9,9
"FBgn0267585",1364,29,74,39,38,170,211,192,175
"FBgn0267586",794,1,2,0,0,1,2,1,5
"FBgn0267587",350,11,15,9,7,48,59,48,50
"FBgn0267588",1367,25,32,15,19,18,30,29,28
"FBgn0267590",1171,65,123,54,64,109,155,116,185
"FBgn0267592",16933,13,17,8,8,9,2,4,6
"FBgn0267593",610,0,1,1,5,3,5,3,3
"FBgn0267598",540,4,12,10,4,29,15,21,19
"FBgn0267599",515,3,2,4,0,14,6,7,9
"FBgn0267600",289,26,51,27,32,46,106,72,110
"FBgn0267601",29227,7,21,9,6,24,41,38,45
"FBgn0267602",584,14,22,4,5,14,30,21,31
"FBgn0267604",497,50,96,36,58,40,63,41,51
"FBgn0267606",495,0,3,0,5,5,4,2,4
"FBgn0267611",2215,7,27,8,8,22,32,29,46
"FBgn0267613",1520,5,4,1,2,7,5,3,10
"FBgn0267614",1715,6,6,1,3,9,16,12,11
"FBgn0267615",625,7,6,4,9,20,24,8,19
"FBgn0267616",341,1,2,1,5,4,3,3,3
"FBgn0267617",672,2,7,7,5,5,16,9,12
"FBgn0267618",1549,14,26,22,14,43,75,50,78
"FBgn0267619",687,1,0,1,0,2,8,3,12
"FBgn0267621",690,14,14,7,7,20,29,25,33
"FBgn0267622",1634,4,2,1,3,1,9,6,7
"FBgn0267623",533,1,1,1,1,3,3,7,8
"FBgn0267624",59380,317,592,257,309,698,851,675,707
"FBgn0267625",854,112,244,99,104,219,290,253,231
"FBgn0267626",800,128,244,86,104,246,333,268,277
"FBgn0267627",1411,173,345,160,172,351,476,365,429
"FBgn0267628",441,1,3,2,4,2,2,1,2
"FBgn0267629",622,2,4,2,0,4,1,3,1
"FBgn0267631",295,113,207,120,116,165,263,163,339
"FBgn0267632",1141,1,3,2,1,1,1,4,2
"FBgn0267633",1177,11,9,6,10,73,15,63,12
"FBgn0267634",459,7,5,3,3,18,7,17,3
"FBgn0267635",3289,499,945,447,472,1095,1192,1065,1400
"FBgn0267641",825,7,11,4,4,11,17,14,9
"FBgn0267643",909,6,15,4,4,4,8,8,8
"FBgn0267644",978,4,10,4,1,10,5,5,9
"FBgn0267647",261,9,12,5,11,15,21,22,18
"FBgn0267655",549,5,18,8,5,33,64,50,48
"FBgn0267656",646,11,14,4,8,35,46,31,36
"FBgn0267659",410,2,2,1,2,3,5,5,1
"FBgn0267660",4046,2,0,0,1,2,3,2,8
"FBgn0267661",2000,38,80,21,37,174,218,182,227
"FBgn0267664",594,17,32,18,13,23,31,42,33
"FBgn0267665",21024,12,21,8,8,14,14,15,18
"FBgn0267666",13923,2,7,5,8,7,2,6,8
"FBgn0267667",6677,3,17,8,4,10,6,7,10
"FBgn0267668",43950,793,1637,977,740,2370,2332,2451,2619
"FBgn0267671",824,2,0,0,0,11,0,4,12
"FBgn0267675",796,3,6,1,5,18,15,23,10
"FBgn0267676",592,13,24,9,9,167,129,153,127
"FBgn0267679",593,16,37,18,13,73,61,115,88
"FBgn0267680",1088,1,2,1,1,3,3,6,4
"FBgn0267683",422,4,13,3,1,12,4,8,8
"FBgn0267685",796,1,2,3,1,7,3,3,3
"FBgn0267686",671,2,4,1,5,5,6,5,3
"FBgn0267687",979,2,4,0,1,12,5,7,3
"FBgn0267689",11742,1,4,2,0,8,9,4,10
"FBgn0267691",590,0,1,0,0,3,4,1,2
"FBgn0267692",1259,1,0,1,3,3,3,1,2
"FBgn0267693",7622,43,56,24,27,47,34,56,47
"FBgn0267695",1426,3,7,1,4,3,9,4,15
"FBgn0267696",693,2,2,0,0,1,7,0,0
"FBgn0267697",1011,2,6,5,5,14,20,11,18
"FBgn0267698",10719,548,1087,525,534,1453,1662,1613,1883
"FBgn0267702",1887,314,615,285,312,1123,1345,1255,1392
"FBgn0267703",1133,186,387,172,173,413,473,463,517
"FBgn0267704",158841,68,123,74,73,90,85,98,114
"FBgn0267708",500,7,15,5,5,16,19,19,23
"FBgn0267709",416,2,4,2,0,7,5,6,6
"FBgn0267711",547,22,36,11,18,58,70,71,68
"FBgn0267712",882,2,4,1,1,7,12,6,5
"FBgn0267713",636,0,3,1,2,3,4,3,2
"FBgn0267715",472,4,8,6,6,14,14,28,17
"FBgn0267717",409,1,3,0,1,6,3,6,2
"FBgn0267722",618,44,73,26,31,100,84,85,78
"FBgn0267723",437,17,49,25,30,55,66,61,56
"FBgn0267724",303,25,67,33,31,83,86,78,77
"FBgn0267726",695,1,4,3,3,7,8,8,7
"FBgn0267728",2127,21,32,18,24,169,224,181,231
"FBgn0267729",615,21,46,17,24,142,102,181,112
"FBgn0267730",17608,67,102,64,69,322,297,354,331
"FBgn0267731",512,3,0,1,2,3,1,3,3
"FBgn0267732",510,5,14,6,2,10,7,16,10
"FBgn0267733",2652,396,721,380,376,682,939,792,946
"FBgn0267734",537,1,2,1,0,29,5,32,7
"FBgn0267735",1003,8,27,8,9,60,63,47,66
"FBgn0267736",1205,0,3,0,1,4,4,0,9
"FBgn0267739",734,0,2,0,1,2,1,3,8
"FBgn0267742",1428,7,10,8,9,28,18,20,25
"FBgn0267744",741,6,13,14,10,28,43,25,46
"FBgn0267745",899,2,3,0,0,2,1,0,3
"FBgn0267752",562,14,16,15,16,24,52,29,36
"FBgn0267753",1918,42,77,32,48,67,101,79,91
"FBgn0267754",369,33,58,34,30,112,121,174,158
"FBgn0267758",5069,308,516,300,345,1079,949,1125,909
"FBgn0267759",300,52,95,44,51,83,102,89,89
"FBgn0267760",838,7,13,12,6,15,11,14,10
"FBgn0267761",1084,25,28,21,15,96,112,118,98
"FBgn0267762",967,75,141,66,85,541,571,553,679
"FBgn0267763",535,12,13,10,6,98,69,86,67
"FBgn0267764",525,24,44,13,22,29,19,28,20
"FBgn0267766",929,1,1,0,3,9,9,8,4
"FBgn0267768",455,0,4,3,1,2,3,1,1
"FBgn0267769",633,17,25,12,9,42,47,52,44
"FBgn0267770",882,1,4,2,1,2,3,2,2
"FBgn0267771",663,1,5,5,7,17,8,20,10
"FBgn0267772",659,28,36,23,25,36,2,35,1
"FBgn0267773",741,4,25,13,15,88,119,95,103
"FBgn0267774",389,9,21,5,7,28,23,29,36
"FBgn0267777",1479,1,7,1,1,6,3,7,7
"FBgn0267778",875,10,28,11,19,55,67,48,74
"FBgn0267779",728,170,284,128,117,472,542,532,593
"FBgn0267780",655,13,25,9,13,23,31,31,27
"FBgn0267781",536,14,14,7,13,39,70,73,80
"FBgn0267782",794,0,1,1,0,1,5,1,4
"FBgn0267783",884,33,74,26,33,67,129,72,89
"FBgn0267785",327,1,1,1,0,4,3,1,1
"FBgn0267786",813,2,4,0,4,2,4,2,3
"FBgn0267787",608,7,5,3,18,1,6,5,3
"FBgn0267789",995,4,1,1,1,1,3,0,8
"FBgn0267790",4472,460,793,358,383,1073,1009,1119,979
"FBgn0267791",19304,167,339,157,143,751,827,753,799
"FBgn0267792",11881,1490,2992,1678,1450,5260,6662,5912,6645
"FBgn0267793",9247,6,21,14,7,55,88,79,75
"FBgn0267794",12083,1,4,2,1,6,9,13,6
"FBgn0267795",18369,1506,2901,1370,1485,2573,3019,2673,2854
"FBgn0267796",16238,3,20,7,4,22,28,23,22
"FBgn0267797",901,0,2,1,1,5,7,7,7
"FBgn0267798",368,18,47,17,31,40,28,43,38
"FBgn0267800",960,2,2,3,5,25,4,18,9
"FBgn0267801",383,0,2,2,0,1,1,3,3
"FBgn0267802",749,1,4,1,1,1,6,5,4
"FBgn0267803",3438,0,6,1,3,5,11,6,10
"FBgn0267808",700,1,0,0,0,8,5,5,7
"FBgn0267809",2132,4,6,4,3,21,16,16,18
"FBgn0267810",3029,42,80,22,29,65,86,78,111
"FBgn0267811",1102,11,13,8,2,27,44,27,50
"FBgn0267812",409,2,9,3,3,16,11,11,13
"FBgn0267814",1144,6,10,5,3,25,42,30,67
"FBgn0267815",926,10,30,13,11,47,54,48,55
"FBgn0267816",407,11,25,5,6,52,36,48,39
"FBgn0267818",1451,1,3,1,0,7,6,2,4
"FBgn0267819",1043,9,16,5,10,22,22,18,20
"FBgn0267820",848,15,33,21,15,52,52,70,48
"FBgn0267821",5124,421,733,356,418,944,858,977,979
"FBgn0267823",1284,100,213,111,123,414,629,478,734
"FBgn0267824",16126,249,562,273,282,3309,2204,3753,2611
"FBgn0267826",301,19,46,20,14,24,29,31,31
"FBgn0267827",737,1,0,0,1,5,0,4,3
"FBgn0267828",6547,826,1475,730,790,2555,2479,2761,2808
"FBgn0267849",2295,255,482,215,218,452,630,557,731
"FBgn0267861",14286,320,621,315,217,937,1177,1023,1014
"FBgn0267862",818,0,4,0,1,1,3,1,1
"FBgn0267868",591,6,9,2,8,8,9,4,6
"FBgn0267869",420,0,4,2,0,2,1,1,1
"FBgn0267896",719,0,0,0,1,5,1,2,3
"FBgn0267898",414,1,4,1,6,6,3,7,7
"FBgn0267900",1030,4,5,2,3,2,2,2,2
"FBgn0267910",361,197,371,189,205,789,722,937,829
"FBgn0267912",26489,356,736,320,349,1333,1365,1392,1536
"FBgn0267913",2149,292,577,383,449,727,821,822,862
"FBgn0267914",771,4,9,3,4,5,2,7,6
"FBgn0267915",734,31,62,30,41,128,78,131,80
"FBgn0267916",1176,0,0,0,1,5,9,2,4
"FBgn0267917",650,6,0,1,2,0,0,2,3
"FBgn0267918",778,2,1,0,2,10,2,2,3
"FBgn0267919",509,1,3,0,0,1,1,2,5
"FBgn0267923",1891,157,280,150,150,1097,799,1151,933
"FBgn0267924",227,0,2,1,0,3,7,6,6
"FBgn0267925",1049,2,3,1,1,2,1,2,0
"FBgn0267927",4758,1,2,0,0,3,6,4,5
"FBgn0267928",517,0,3,1,0,2,2,1,3
"FBgn0267934",3291,4,6,5,4,85,291,28,14
"FBgn0267936",7899,2,3,5,3,12,8,11,9
"FBgn0267938",1315,3,9,30,0,9,6,11,18
"FBgn0267939",1724,2,2,5,3,4,1,2,2
"FBgn0267947",983,2,5,1,2,2,2,3,5
"FBgn0267949",975,1,0,0,0,2,4,3,6
"FBgn0267952",1290,1,5,0,0,0,3,2,1
"FBgn0267954",799,9,4,2,0,3,4,2,5
"FBgn0267955",441,2,2,2,0,1,5,17,0
"FBgn0267956",1044,2,4,0,0,1,4,1,4
"FBgn0267958",717,0,3,1,1,2,2,1,1
"FBgn0267960",654,3,4,0,2,6,7,1,5
"FBgn0267963",375,5,19,7,8,30,36,40,37
"FBgn0267966",1205,5,2,0,2,2,5,2,4
"FBgn0267967",2257,4,4,2,2,12,9,11,7
"FBgn0267969",1648,1,2,1,1,1,4,2,4
"FBgn0267970",564,2,3,1,2,0,3,1,2
"FBgn0267972",1457,265,467,223,221,608,499,640,550
"FBgn0267975",11218,386,753,332,390,1250,1263,1447,1296
"FBgn0267976",1114,327,639,289,306,701,788,782,908
"FBgn0267977",2597,90,140,78,63,192,258,276,271
"FBgn0267978",21324,5518,10947,5397,5485,15814,17315,15830,15853
"FBgn0267982",714,44,94,49,55,120,139,90,115
"FBgn0267983",1163,19,42,25,18,84,45,87,53
"FBgn0267984",1859,9,9,3,3,7,17,25,13
"FBgn0267985",543,0,2,1,1,5,2,9,12
"FBgn0267986",1159,24,38,16,17,72,157,75,181
"FBgn0267988",680,69,104,64,47,210,213,229,213
"FBgn0267989",1139,11,22,8,7,18,21,16,14
"FBgn0267990",367,2,3,2,0,16,24,20,19
"FBgn0267991",1815,106,183,101,129,280,344,284,295
"FBgn0267992",1364,101,217,93,123,221,200,231,204
"FBgn0267993",2849,5,6,4,1,5,16,8,8
"FBgn0267996",1910,2,7,6,0,5,6,6,2
"FBgn0268063",9017,4,7,6,6,34,50,31,45
"FBgn0270924",4034,245,455,220,222,431,513,546,568
"FBgn0270925",4377,26,65,26,23,92,98,102,93
"FBgn0270926",1856,1056,1789,1024,995,6080,6067,5856,6967
"FBgn0270927",2556,59,139,77,70,258,302,337,308
"FBgn0270928",13416,1,1,2,4,9,3,6,6
"FBgn0275436",1595,95,186,86,114,319,330,403,380
"FBgn0278598",10223,43,92,43,47,193,150,208,125
"FBgn0278604",3534,276,530,264,299,951,950,1036,1049
"FBgn0278608",7013,441,787,393,398,1270,1267,1354,1387
"FBgn0283426",2336,45,82,34,37,107,178,104,159
"FBgn0283427",11580,2850,5450,2963,3147,6621,9443,6982,9093
"FBgn0283428",1311,3,66,3,5,13,15,13,19
"FBgn0283435",898,4,0,1,3,1,0,3,0
"FBgn0283437",2754,1,14,4,5,41,6,40,5
"FBgn0283438",4377,680,1315,634,674,2650,2212,2845,2325
"FBgn0283439",1388,164,286,109,126,243,255,264,221
"FBgn0283440",10478,1,3,0,1,0,5,5,1
"FBgn0283450",2387,16,16,13,17,25,35,34,23
"FBgn0283451",89738,497,899,394,452,1379,1472,1405,1472
"FBgn0283461",387,82,146,75,79,752,707,809,948
"FBgn0283467",1486,84,141,69,59,170,184,219,164
"FBgn0283468",8234,352,733,328,337,1098,1243,1176,1333
"FBgn0283469",3406,300,515,310,313,803,736,792,785
"FBgn0283471",11355,3,7,4,0,24,31,22,23
"FBgn0283472",13383,962,1778,823,884,2524,2505,2545,2632
"FBgn0283473",17594,68,169,70,73,218,229,235,245
"FBgn0283476",13990,68,161,51,64,211,225,215,213
"FBgn0283477",3046,628,1271,581,664,1888,1795,2047,1998
"FBgn0283478",1970,463,847,449,365,759,796,877,867
"FBgn0283479",2593,0,4,0,0,4,5,6,7
"FBgn0283480",1983,2,1,1,2,6,8,4,1
"FBgn0283494",1671,12,11,5,10,8,11,4,8
"FBgn0283499",49074,1254,2371,1102,1094,4610,4831,4555,5113
"FBgn0283500",2635,476,825,427,407,811,962,911,1099
"FBgn0283501",6739,4,6,7,5,8,6,21,10
"FBgn0283503",6199,305,603,303,301,752,861,804,923
