Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0267390,703,1323,644,699,1522,1868,1774,2027
FBgn0267398,651,1336,648,648,1718,1974,1714,2036
FBgn0267399,1,0,0,3,3,5,1,0
FBgn0267400,1,1,1,6,2,6,4,2
FBgn0267408,445,934,426,480,3203,3134,3934,3159
FBgn0267411,0,0,0,0,0,0,0,0
FBgn0267412,0,0,0,0,0,0,0,0
FBgn0267413,0,0,0,0,0,0,0,0
FBgn0267417,0,0,0,0,0,0,0,1
FBgn0267418,0,0,2,0,0,1,0,0
FBgn0267419,0,0,0,0,0,0,0,7
FBgn0267420,0,0,0,0,0,0,0,0
FBgn0267422,0,0,0,0,0,0,0,0
FBgn0267423,0,0,0,0,0,1,0,0
FBgn0267424,0,0,0,0,0,0,0,0
FBgn0267425,2,9,5,5,27,38,14,18
FBgn0267426,0,0,0,0,0,0,0,0
FBgn0267427,0,0,0,0,0,0,0,0
FBgn0267428,9,12,4,5,19,15,19,17
FBgn0267429,10,9,136,4,15,11,22,15
FBgn0267430,7,27,4,7,12,11,17,15
FBgn0267431,4,12,8,17,59,18,39,37
FBgn0267432,39,78,32,39,51,58,53,70
FBgn0267433,32,38,20,29,22,35,30,21
FBgn0267435,59,95,49,53,76,103,79,82
FBgn0267438,0,0,0,2,0,0,1,1
FBgn0267439,15,33,19,30,120,90,121,97
FBgn0267440,0,1,0,2,5,6,2,2
FBgn0267441,1,0,2,0,5,4,12,9
FBgn0267442,0,0,1,0,0,2,0,1
FBgn0267443,41,59,31,29,93,103,111,112
FBgn0267444,0,0,0,1,0,0,1,1
FBgn0267445,2,0,0,0,0,1,2,0
FBgn0267446,1,0,0,0,0,0,0,1
FBgn0267447,0,0,0,0,0,0,0,0
FBgn0267448,13,14,7,9,39,41,47,41
FBgn0267449,9,18,16,4,6,9,5,21
FBgn0267450,3,7,4,3,10,18,20,13
FBgn0267451,6,8,2,3,13,14,12,8
FBgn0267452,6,1,5,5,6,19,7,9
FBgn0267453,0,1,0,0,4,1,2,3
FBgn0267454,68,116,57,50,203,166,166,178
FBgn0267455,31,116,22,40,76,85,88,115
FBgn0267456,0,0,0,0,0,0,0,0
FBgn0267457,0,4,2,7,5,7,6,8
FBgn0267458,43,85,57,40,139,124,94,106
FBgn0267459,1,2,0,5,1,1,0,2
FBgn0267460,0,1,0,0,1,0,0,0
FBgn0267461,106,160,76,93,306,331,302,301
FBgn0267462,10,9,10,10,17,32,24,21
FBgn0267463,57,136,69,72,113,150,142,150
FBgn0267464,3,9,5,9,7,9,8,6
FBgn0267465,8,7,3,5,29,53,27,29
FBgn0267469,16,43,10,20,28,41,41,28
FBgn0267470,44,82,37,34,230,166,298,212
FBgn0267471,1,1,0,1,0,2,3,2
FBgn0267472,7,14,5,8,12,12,16,10
FBgn0267473,7,14,4,14,41,23,35,25
FBgn0267474,2,10,6,1,5,9,3,10
FBgn0267475,3,0,0,1,3,0,1,3
FBgn0267476,0,1,1,0,0,1,2,1
FBgn0267477,6,8,1,6,20,26,23,29
FBgn0267478,0,0,0,0,0,0,0,0
FBgn0267479,1,0,0,0,0,1,0,1
FBgn0267480,0,0,0,0,1,0,2,1
FBgn0267481,6,6,6,4,12,10,11,18
FBgn0267482,0,1,0,0,0,0,2,1
FBgn0267483,15,20,11,16,30,39,19,26
FBgn0267484,18,30,8,8,24,15,29,16
FBgn0267485,2,16,5,11,11,4,10,8
FBgn0267486,0,3,0,1,1,0,2,5
FBgn0267487,755,1288,559,621,984,1001,1102,1207
FBgn0267488,549,918,461,482,950,947,1023,976
FBgn0267489,3,14,7,9,934,846,1056,940
FBgn0267490,0,0,0,0,0,0,0,0
FBgn0267491,0,0,0,0,0,0,0,0
FBgn0267492,0,0,0,0,1,1,0,2
FBgn0267493,0,0,0,0,0,0,0,0
FBgn0267494,0,0,0,0,0,0,1,0
FBgn0267495,6,13,3,4,17,11,14,12
FBgn0267496,0,0,0,0,0,0,0,0
FBgn0267497,0,0,0,0,0,0,0,0
FBgn0267498,0,0,0,0,0,0,0,0
FBgn0267499,0,0,0,0,0,0,0,0
FBgn0267500,0,0,0,0,0,0,0,0
FBgn0267501,0,0,0,0,0,0,0,0
FBgn0267502,0,0,0,0,0,0,0,0
FBgn0267503,0,0,0,0,0,0,0,0
FBgn0267504,0,0,0,0,0,0,0,0
FBgn0267505,2883,12381,21291,29342,10527,12609,11690,12870
FBgn0267506,193,330,109,232,55,58,43,70
FBgn0267507,18,42,7,48,2,4,0,7
FBgn0267508,14935,29543,10005,17183,1207,1863,810,2341
FBgn0267509,8,57,3,15,0,2,1,2
FBgn0267510,6,9,10,4,0,1,0,1
FBgn0267511,8731,30719,8939,7943,830,922,1207,1150
FBgn0267512,0,0,0,0,0,0,0,0
FBgn0267513,1106,4228,1466,922,165,166,166,166
FBgn0267514,583,2054,455,429,210,265,400,665
FBgn0267515,10519,20796,6067,9290,1936,1536,1446,1352
FBgn0267516,27607,63099,17656,24930,2273,2195,2998,1820
FBgn0267517,139,273,73,97,6,7,7,13
FBgn0267518,161,58,606,140,1,0,0,68
FBgn0267519,35035,73943,30370,24834,4727,5888,5939,8985
FBgn0267520,9097,24553,6147,9642,204,574,290,236
FBgn0267521,0,0,0,0,0,0,0,0
FBgn0267522,0,0,0,0,0,0,0,0
FBgn0267523,646,1797,323,290,38,42,27,46
FBgn0267524,760,1499,285,1468,345,750,1243,515
FBgn0267525,0,0,0,0,0,0,0,0
FBgn0267526,0,2,1,2,3,1,8,1
FBgn0267527,1,0,1,0,0,2,0,5
FBgn0267528,6,10,5,2,6,9,9,12
FBgn0267529,0,0,0,0,0,0,0,0
FBgn0267530,3,5,5,5,10,16,10,15
FBgn0267531,3,4,1,0,6,2,0,0
FBgn0267532,0,0,0,0,0,0,0,0
FBgn0267533,3,6,3,3,14,27,15,15
FBgn0267534,85,189,81,100,146,121,157,115
FBgn0267535,0,0,0,0,0,0,0,0
FBgn0267536,0,3,0,0,1,1,1,0
FBgn0267537,1,3,0,0,3,3,1,3
FBgn0267538,0,3,1,1,1,2,1,0
FBgn0267539,3,0,1,0,2,0,1,0
FBgn0267540,0,1,0,0,0,0,0,0
FBgn0267541,0,1,1,0,1,1,2,3
FBgn0267542,0,0,0,0,0,3,0,1
FBgn0267543,0,0,0,0,0,0,0,0
FBgn0267544,0,0,0,0,1,0,0,0
FBgn0267545,0,0,0,0,2,3,2,3
FBgn0267546,0,0,0,0,0,0,0,0
FBgn0267547,0,0,0,1,1,0,2,3
FBgn0267548,0,2,1,0,3,2,3,7
FBgn0267549,34,65,34,31,104,114,126,160
FBgn0267550,0,0,1,0,0,2,0,0
FBgn0267551,0,0,0,0,0,0,0,0
FBgn0267552,0,2,0,0,1,2,0,1
FBgn0267553,0,0,0,0,0,0,0,0
FBgn0267554,1,1,0,2,1,0,4,0
FBgn0267555,0,3,0,1,2,2,5,5
FBgn0267556,6,9,4,3,5,9,7,6
FBgn0267557,27,44,23,25,90,152,86,123
FBgn0267558,5,7,4,4,11,16,17,18
FBgn0267559,1,1,0,1,3,5,2,1
FBgn0267560,0,0,0,0,0,1,0,0
FBgn0267561,1,0,1,1,0,0,0,0
FBgn0267562,0,0,0,0,2,0,1,1
FBgn0267563,0,0,0,0,1,0,2,0
FBgn0267564,0,0,0,0,0,0,1,1
FBgn0267565,0,0,0,1,1,0,1,0
FBgn0267566,5,8,4,2,14,2,1,4
FBgn0267567,40,67,39,35,110,158,144,176
FBgn0267568,530,919,432,488,711,923,705,855
FBgn0267569,3,2,0,1,0,0,2,2
FBgn0267570,65,129,64,64,154,185,170,146
FBgn0267571,41,61,36,48,153,179,155,162
FBgn0267572,19,20,2,10,49,47,37,32
FBgn0267573,15,16,10,24,94,71,70,56
FBgn0267574,72,156,51,49,534,386,568,458
FBgn0267575,0,0,0,0,0,0,0,0
FBgn0267576,3,1,1,4,6,8,6,7
FBgn0267577,0,0,0,0,0,0,0,0
FBgn0267578,0,4,1,1,0,1,3,1
FBgn0267579,3,5,3,1,2,2,1,5
FBgn0267580,0,0,0,0,1,5,0,5
FBgn0267581,7,6,5,6,10,5,10,14
FBgn0267582,0,2,0,1,4,3,9,9
FBgn0267585,29,74,39,38,170,211,192,175
FBgn0267586,1,2,0,0,1,2,1,5
FBgn0267587,11,15,9,7,48,59,48,50
FBgn0267588,25,32,15,19,18,30,29,28
FBgn0267589,0,0,0,0,0,0,0,0
FBgn0267590,65,123,54,64,109,155,116,185
FBgn0267591,0,2,0,0,0,1,0,1
FBgn0267592,13,17,8,8,9,2,4,6
FBgn0267593,0,1,1,5,3,5,3,3
FBgn0267594,0,0,0,0,0,0,0,0
FBgn0267595,0,0,0,0,0,0,0,0
FBgn0267596,0,0,0,0,0,0,0,0
FBgn0267597,0,0,0,0,0,0,0,1
FBgn0267598,4,12,10,4,29,15,21,19
FBgn0267599,3,2,4,0,14,6,7,9
FBgn0267600,26,51,27,32,46,106,72,110
FBgn0267601,7,21,9,6,24,41,38,45
FBgn0267602,14,22,4,5,14,30,21,31
FBgn0267603,0,0,0,0,0,0,1,0
FBgn0267604,50,96,36,58,40,63,41,51
FBgn0267605,0,0,0,0,0,0,0,0
FBgn0267606,0,3,0,5,5,4,2,4
FBgn0267607,0,0,1,0,0,0,0,0
FBgn0267608,1,0,0,1,3,1,0,0
FBgn0267609,1,0,0,0,0,0,0,0
FBgn0267610,0,0,0,0,0,0,0,0
FBgn0267611,7,27,8,8,22,32,29,46
FBgn0267612,0,0,1,0,0,0,0,0
FBgn0267613,5,4,1,2,7,5,3,10
FBgn0267614,6,6,1,3,9,16,12,11
FBgn0267615,7,6,4,9,20,24,8,19
FBgn0267616,1,2,1,5,4,3,3,3
FBgn0267617,2,7,7,5,5,16,9,12
FBgn0267618,14,26,22,14,43,75,50,78
FBgn0267619,1,0,1,0,2,8,3,12
FBgn0267620,0,0,0,0,1,0,0,0
FBgn0267621,14,14,7,7,20,29,25,33
FBgn0267622,4,2,1,3,1,9,6,7
FBgn0267623,1,1,1,1,3,3,7,8
FBgn0267624,317,592,257,309,698,851,675,707
FBgn0267625,112,244,99,104,219,290,253,231
FBgn0267626,128,244,86,104,246,333,268,277
FBgn0267627,173,345,160,172,351,476,365,429
FBgn0267628,1,3,2,4,2,2,1,2
FBgn0267629,2,4,2,0,4,1,3,1
FBgn0267630,0,0,0,0,0,0,0,0
FBgn0267631,113,207,120,116,165,263,163,339
FBgn0267632,1,3,2,1,1,1,4,2
FBgn0267633,11,9,6,10,73,15,63,12
FBgn0267634,7,5,3,3,18,7,17,3
FBgn0267635,499,945,447,472,1095,1192,1065,1400
FBgn0267636,0,0,0,0,0,0,0,0
FBgn0267637,0,0,0,0,0,0,0,0
FBgn0267638,1,1,0,2,0,1,0,0
FBgn0267639,0,0,0,0,1,0,3,1
FBgn0267640,1,0,1,0,0,2,2,2
FBgn0267641,7,11,4,4,11,17,14,9
FBgn0267642,0,1,0,0,0,1,1,0
FBgn0267643,6,15,4,4,4,8,8,8
FBgn0267644,4,10,4,1,10,5,5,9
FBgn0267645,1,1,0,2,2,0,2,2
FBgn0267646,0,1,0,1,0,0,0,1
FBgn0267647,9,12,5,11,15,21,22,18
FBgn0267648,0,0,0,0,0,0,0,0
FBgn0267649,0,0,0,0,0,0,0,0
FBgn0267650,0,0,0,0,0,0,0,0
FBgn0267651,0,0,0,0,0,0,0,0
FBgn0267652,0,0,0,0,0,0,0,0
FBgn0267653,0,1,0,0,1,0,0,0
FBgn0267655,5,18,8,5,33,64,50,48
FBgn0267656,11,14,4,8,35,46,31,36
FBgn0267657,0,0,0,0,0,0,0,0
FBgn0267658,0,0,0,0,1,0,2,0
FBgn0267659,2,2,1,2,3,5,5,1
FBgn0267660,2,0,0,1,2,3,2,8
FBgn0267661,38,80,21,37,174,218,182,227
FBgn0267662,0,1,0,1,1,0,0,2
FBgn0267663,0,0,0,1,1,0,0,0
FBgn0267664,17,32,18,13,23,31,42,33
FBgn0267665,12,21,8,8,14,14,15,18
FBgn0267666,2,7,5,8,7,2,6,8
FBgn0267667,3,17,8,4,10,6,7,10
FBgn0267668,793,1637,977,740,2370,2332,2451,2619
FBgn0267671,2,0,0,0,11,0,4,12
FBgn0267672,0,0,0,1,2,2,2,1
FBgn0267673,1,1,0,1,1,3,3,0
FBgn0267674,0,2,0,0,2,3,1,2
FBgn0267675,3,6,1,5,18,15,23,10
FBgn0267676,13,24,9,9,167,129,153,127
FBgn0267677,0,0,0,2,0,0,0,0
FBgn0267678,0,1,0,0,1,0,2,0
FBgn0267679,16,37,18,13,73,61,115,88
FBgn0267680,1,2,1,1,3,3,6,4
FBgn0267681,0,0,2,0,0,0,2,5
FBgn0267682,0,1,0,1,2,1,2,1
FBgn0267683,4,13,3,1,12,4,8,8
FBgn0267684,0,2,2,1,2,0,0,1
FBgn0267685,1,2,3,1,7,3,3,3
FBgn0267686,2,4,1,5,5,6,5,3
FBgn0267687,2,4,0,1,12,5,7,3
FBgn0267688,1,0,1,0,0,1,0,5
FBgn0267689,1,4,2,0,8,9,4,10
FBgn0267690,0,0,0,0,1,0,0,1
FBgn0267691,0,1,0,0,3,4,1,2
FBgn0267692,1,0,1,3,3,3,1,2
FBgn0267693,43,56,24,27,47,34,56,47
FBgn0267694,0,1,1,1,0,0,2,0
FBgn0267695,3,7,1,4,3,9,4,15
FBgn0267696,2,2,0,0,1,7,0,0
FBgn0267697,2,6,5,5,14,20,11,18
FBgn0267698,548,1087,525,534,1453,1662,1613,1883
FBgn0267701,0,0,0,0,0,0,0,0
FBgn0267702,314,615,285,312,1123,1345,1255,1392
FBgn0267703,186,387,172,173,413,473,463,517
FBgn0267704,68,123,74,73,90,85,98,114
FBgn0267705,0,0,1,0,0,1,0,0
FBgn0267706,1,2,0,0,1,1,2,2
FBgn0267707,1,1,1,0,3,0,3,1
FBgn0267708,7,15,5,5,16,19,19,23
FBgn0267709,2,4,2,0,7,5,6,6
FBgn0267710,0,0,0,0,0,0,0,0
FBgn0267711,22,36,11,18,58,70,71,68
FBgn0267712,2,4,1,1,7,12,6,5
FBgn0267713,0,3,1,2,3,4,3,2
FBgn0267714,0,1,1,1,1,0,0,0
FBgn0267715,4,8,6,6,14,14,28,17
FBgn0267716,0,0,0,0,0,1,0,0
FBgn0267717,1,3,0,1,6,3,6,2
FBgn0267719,1,1,0,0,2,0,0,1
FBgn0267720,0,1,0,0,0,0,0,0
FBgn0267721,0,0,0,0,0,0,0,0
FBgn0267722,44,73,26,31,100,84,85,78
FBgn0267723,17,49,25,30,55,66,61,56
FBgn0267724,25,67,33,31,83,86,78,77
FBgn0267725,0,0,1,0,2,2,2,0
FBgn0267726,1,4,3,3,7,8,8,7
FBgn0267728,21,32,18,24,169,224,181,231
FBgn0267729,21,46,17,24,142,102,181,112
FBgn0267730,67,102,64,69,322,297,354,331
FBgn0267731,3,0,1,2,3,1,3,3
FBgn0267732,5,14,6,2,10,7,16,10
FBgn0267733,396,721,380,376,682,939,792,946
FBgn0267734,1,2,1,0,29,5,32,7
FBgn0267735,8,27,8,9,60,63,47,66
FBgn0267736,0,3,0,1,4,4,0,9
FBgn0267737,0,0,0,0,0,0,0,0
FBgn0267738,0,1,1,0,2,1,0,0
FBgn0267739,0,2,0,1,2,1,3,8
FBgn0267740,0,0,0,0,1,0,1,0
FBgn0267741,0,0,0,0,0,0,0,0
FBgn0267742,7,10,8,9,28,18,20,25
FBgn0267743,0,0,0,0,0,0,0,0
FBgn0267744,6,13,14,10,28,43,25,46
FBgn0267745,2,3,0,0,2,1,0,3
FBgn0267746,0,0,2,0,0,0,1,0
FBgn0267747,0,0,1,1,1,1,1,0
FBgn0267748,1,1,0,0,0,0,0,0
FBgn0267749,0,0,0,0,0,0,0,0
FBgn0267750,0,0,0,0,0,0,0,0
FBgn0267751,0,1,0,0,1,0,0,1
FBgn0267752,14,16,15,16,24,52,29,36
FBgn0267753,42,77,32,48,67,101,79,91
FBgn0267754,33,58,34,30,112,121,174,158
FBgn0267755,1,1,0,0,1,3,3,0
FBgn0267756,0,0,0,0,0,0,1,0
FBgn0267757,0,1,0,0,0,0,1,1
FBgn0267758,308,516,300,345,1079,949,1125,909
FBgn0267759,52,95,44,51,83,102,89,89
FBgn0267760,7,13,12,6,15,11,14,10
FBgn0267761,25,28,21,15,96,112,118,98
FBgn0267762,75,141,66,85,541,571,553,679
FBgn0267763,12,13,10,6,98,69,86,67
FBgn0267764,24,44,13,22,29,19,28,20
FBgn0267765,0,0,0,0,2,1,0,1
FBgn0267766,1,1,0,3,9,9,8,4
FBgn0267767,0,0,1,0,1,1,2,0
FBgn0267768,0,4,3,1,2,3,1,1
FBgn0267769,17,25,12,9,42,47,52,44
FBgn0267770,1,4,2,1,2,3,2,2
FBgn0267771,1,5,5,7,17,8,20,10
FBgn0267772,28,36,23,25,36,2,35,1
FBgn0267773,4,25,13,15,88,119,95,103
FBgn0267774,9,21,5,7,28,23,29,36
FBgn0267775,1,0,0,1,2,2,1,1
FBgn0267776,0,0,0,0,0,0,1,0
FBgn0267777,1,7,1,1,6,3,7,7
FBgn0267778,10,28,11,19,55,67,48,74
FBgn0267779,170,284,128,117,472,542,532,593
FBgn0267780,13,25,9,13,23,31,31,27
FBgn0267781,14,14,7,13,39,70,73,80
FBgn0267782,0,1,1,0,1,5,1,4
FBgn0267783,33,74,26,33,67,129,72,89
FBgn0267785,1,1,1,0,4,3,1,1
FBgn0267786,2,4,0,4,2,4,2,3
FBgn0267787,7,5,3,18,1,6,5,3
FBgn0267788,0,1,1,1,2,1,1,1
FBgn0267789,4,1,1,1,1,3,0,8
FBgn0267790,460,793,358,383,1073,1009,1119,979
FBgn0267791,167,339,157,143,751,827,753,799
FBgn0267792,1490,2992,1678,1450,5260,6662,5912,6645
FBgn0267793,6,21,14,7,55,88,79,75
FBgn0267794,1,4,2,1,6,9,13,6
FBgn0267795,1506,2901,1370,1485,2573,3019,2673,2854
FBgn0267796,3,20,7,4,22,28,23,22
FBgn0267797,0,2,1,1,5,7,7,7
FBgn0267798,18,47,17,31,40,28,43,38
FBgn0267799,1,0,1,0,0,0,1,1
FBgn0267800,2,2,3,5,25,4,18,9
FBgn0267801,0,2,2,0,1,1,3,3
FBgn0267802,1,4,1,1,1,6,5,4
FBgn0267803,0,6,1,3,5,11,6,10
FBgn0267804,0,0,0,0,0,0,0,0
FBgn0267805,0,0,2,1,1,1,0,0
FBgn0267806,0,0,0,0,0,1,2,1
FBgn0267807,0,1,0,0,2,0,1,0
FBgn0267808,1,0,0,0,8,5,5,7
FBgn0267809,4,6,4,3,21,16,16,18
FBgn0267810,42,80,22,29,65,86,78,111
FBgn0267811,11,13,8,2,27,44,27,50
FBgn0267812,2,9,3,3,16,11,11,13
FBgn0267813,0,2,0,0,0,2,0,1
FBgn0267814,6,10,5,3,25,42,30,67
FBgn0267815,10,30,13,11,47,54,48,55
FBgn0267816,11,25,5,6,52,36,48,39
FBgn0267817,0,0,1,0,0,3,0,2
FBgn0267818,1,3,1,0,7,6,2,4
FBgn0267819,9,16,5,10,22,22,18,20
FBgn0267820,15,33,21,15,52,52,70,48
FBgn0267821,421,733,356,418,944,858,977,979
FBgn0267823,100,213,111,123,414,629,478,734
FBgn0267824,249,562,273,282,3309,2204,3753,2611
FBgn0267826,19,46,20,14,24,29,31,31
FBgn0267827,1,0,0,1,5,0,4,3
FBgn0267828,826,1475,730,790,2555,2479,2761,2808
FBgn0267468,2,4,5,1,2,4,0,0
FBgn0267849,255,482,215,218,452,630,557,731
FBgn0267861,320,621,315,217,937,1177,1023,1014
FBgn0267862,0,4,0,1,1,3,1,1
FBgn0267863,2,1,0,0,0,1,0,1
FBgn0267864,1,2,1,1,1,2,1,1
FBgn0267865,0,1,1,0,0,0,0,0
FBgn0267866,0,0,0,0,0,0,0,0
FBgn0267867,0,0,0,0,0,0,0,0
FBgn0267868,6,9,2,8,8,9,4,6
FBgn0267869,0,4,2,0,2,1,1,1
FBgn0267870,0,1,0,0,2,0,1,3
FBgn0267871,0,0,0,0,3,1,0,0
FBgn0267872,0,1,0,0,0,0,1,0
FBgn0267873,1,0,0,1,0,0,0,0
FBgn0267874,0,0,0,1,0,0,0,0
FBgn0267875,0,0,0,0,0,1,2,0
FBgn0267876,0,0,1,0,2,0,0,0
FBgn0267877,1,1,0,0,0,0,1,1
FBgn0267878,0,0,0,0,0,0,0,0
FBgn0267879,1,0,0,1,0,1,0,3
FBgn0267880,0,0,0,0,0,0,0,0
FBgn0267881,0,0,0,0,0,0,0,0
FBgn0267882,0,1,0,0,0,0,0,0
FBgn0267883,0,0,0,0,0,0,0,0
FBgn0267884,0,0,0,0,0,0,0,0
FBgn0267885,0,0,0,0,0,0,0,0
FBgn0267886,0,0,0,0,0,0,0,0
FBgn0267887,0,0,0,0,0,0,0,0
FBgn0267888,0,0,0,0,0,0,0,0
FBgn0267889,0,0,0,0,0,0,0,0
FBgn0267890,0,0,0,0,0,0,0,0
FBgn0267891,1,0,1,1,1,0,0,0
FBgn0267892,0,1,0,0,0,0,0,0
FBgn0267893,0,1,0,0,0,0,0,0
FBgn0267894,0,0,0,0,1,0,1,0
FBgn0267895,0,1,1,0,1,1,0,0
FBgn0267896,0,0,0,1,5,1,2,3
FBgn0267897,3,3,0,0,1,1,1,0
FBgn0267898,1,4,1,6,6,3,7,7
FBgn0267899,0,0,1,0,0,1,0,0
FBgn0267900,4,5,2,3,2,2,2,2
FBgn0267901,0,0,1,0,1,0,1,0
FBgn0267902,2,0,1,0,3,1,0,1
FBgn0267903,0,0,1,1,0,0,0,0
FBgn0267904,0,1,0,0,0,0,0,0
FBgn0267905,1,0,1,0,3,0,0,2
FBgn0267910,197,371,189,205,789,722,937,829
FBgn0267912,356,736,320,349,1333,1365,1392,1536
FBgn0267913,292,577,383,449,727,821,822,862
FBgn0267914,4,9,3,4,5,2,7,6
FBgn0267915,31,62,30,41,128,78,131,80
FBgn0267916,0,0,0,1,5,9,2,4
FBgn0267917,6,0,1,2,0,0,2,3
FBgn0267918,2,1,0,2,10,2,2,3
FBgn0267919,1,3,0,0,1,1,2,5
FBgn0267921,0,0,0,0,2,0,3,2
FBgn0267922,1,0,1,1,1,2,1,0
FBgn0267923,157,280,150,150,1097,799,1151,933
FBgn0267924,0,2,1,0,3,7,6,6
FBgn0267925,2,3,1,1,2,1,2,0
FBgn0267926,0,1,1,0,1,0,1,0
FBgn0267927,1,2,0,0,3,6,4,5
FBgn0267928,0,3,1,0,2,2,1,3
FBgn0267929,3,1,1,0,0,2,1,2
FBgn0267930,0,1,0,0,2,1,0,0
FBgn0267932,0,0,0,0,0,0,0,0
FBgn0267933,0,0,0,0,1,2,1,2
FBgn0267934,4,6,5,4,85,291,28,14
FBgn0267935,0,0,2,0,1,0,2,0
FBgn0267936,2,3,5,3,12,8,11,9
FBgn0267937,0,1,0,0,2,1,3,1
FBgn0267938,3,9,30,0,9,6,11,18
FBgn0267939,2,2,5,3,4,1,2,2
FBgn0267940,1,1,1,0,0,0,1,1
FBgn0267941,0,0,0,2,0,1,0,0
FBgn0267944,0,0,0,0,0,1,0,1
FBgn0267945,0,2,0,0,1,3,0,3
FBgn0267946,0,1,0,0,0,0,0,0
FBgn0267947,2,5,1,2,2,2,3,5
FBgn0267948,0,1,0,0,1,0,0,0
FBgn0267949,1,0,0,0,2,4,3,6
FBgn0267950,0,1,0,0,0,0,0,0
FBgn0267951,0,0,0,1,1,1,2,1
FBgn0267952,1,5,0,0,0,3,2,1
FBgn0267953,0,1,0,0,0,3,0,0
FBgn0267954,9,4,2,0,3,4,2,5
FBgn0267955,2,2,2,0,1,5,17,0
FBgn0267956,2,4,0,0,1,4,1,4
FBgn0267957,1,0,0,1,0,1,1,0
FBgn0267958,0,3,1,1,2,2,1,1
FBgn0267959,1,0,0,0,0,0,0,1
FBgn0267960,3,4,0,2,6,7,1,5
FBgn0267961,0,0,0,1,0,0,0,0
FBgn0267962,0,0,0,0,3,3,1,3
FBgn0267963,5,19,7,8,30,36,40,37
FBgn0267964,0,0,0,0,0,0,0,0
FBgn0267965,0,0,0,0,0,0,0,1
FBgn0267966,5,2,0,2,2,5,2,4
FBgn0267967,4,4,2,2,12,9,11,7
FBgn0267969,1,2,1,1,1,4,2,4
FBgn0267970,2,3,1,2,0,3,1,2
FBgn0267972,265,467,223,221,608,499,640,550
FBgn0267975,386,753,332,390,1250,1263,1447,1296
FBgn0267976,327,639,289,306,701,788,782,908
FBgn0267977,90,140,78,63,192,258,276,271
FBgn0267978,5518,10947,5397,5485,15814,17315,15830,15853
FBgn0267982,44,94,49,55,120,139,90,115
FBgn0267983,19,42,25,18,84,45,87,53
FBgn0267984,9,9,3,3,7,17,25,13
FBgn0267985,0,2,1,1,5,2,9,12
FBgn0267986,24,38,16,17,72,157,75,181
FBgn0267987,1,1,0,0,2,2,1,3
FBgn0267988,69,104,64,47,210,213,229,213
FBgn0267989,11,22,8,7,18,21,16,14
FBgn0267990,2,3,2,0,16,24,20,19
FBgn0267991,106,183,101,129,280,344,284,295
FBgn0267992,101,217,93,123,221,200,231,204
FBgn0267993,5,6,4,1,5,16,8,8
FBgn0267994,0,0,0,0,0,1,0,0
FBgn0267995,0,0,0,0,0,0,1,1
FBgn0267996,2,7,6,0,5,6,6,2
FBgn0268063,4,7,6,6,34,50,31,45
FBgn0270924,245,455,220,222,431,513,546,568
FBgn0270925,26,65,26,23,92,98,102,93
FBgn0270926,1056,1789,1024,995,6080,6067,5856,6967
FBgn0270927,59,139,77,70,258,302,337,308
FBgn0270928,1,1,2,4,9,3,6,6
FBgn0275432,0,0,0,0,2,0,2,2
FBgn0275433,0,1,0,0,0,0,0,0
FBgn0275434,0,0,0,0,0,1,1,0
FBgn0275436,95,186,86,114,319,330,403,380
FBgn0278597,0,1,0,0,1,2,2,1
FBgn0278598,43,92,43,47,193,150,208,125
FBgn0278599,2,0,0,0,1,1,1,3
FBgn0278600,1,1,0,0,2,3,1,1
FBgn0278604,276,530,264,299,951,950,1036,1049
FBgn0278608,441,787,393,398,1270,1267,1354,1387
FBgn0283426,45,82,34,37,107,178,104,159
FBgn0283427,2850,5450,2963,3147,6621,9443,6982,9093
FBgn0283428,3,66,3,5,13,15,13,19
FBgn0283429,0,0,0,0,0,0,0,0
FBgn0283430,0,0,0,0,0,0,0,0
FBgn0283431,0,0,0,0,0,0,0,0
FBgn0283432,0,0,0,0,0,0,0,0
FBgn0283433,0,0,0,0,0,0,0,0
FBgn0283434,0,0,0,0,0,0,0,0
FBgn0283435,4,0,1,3,1,0,3,0
FBgn0283437,1,14,4,5,41,6,40,5
FBgn0283438,680,1315,634,674,2650,2212,2845,2325
FBgn0283439,164,286,109,126,243,255,264,221
FBgn0283440,1,3,0,1,0,5,5,1
FBgn0283442,0,0,0,1,1,2,0,0
FBgn0283450,16,16,13,17,25,35,34,23
FBgn0283451,497,899,394,452,1379,1472,1405,1472
FBgn0283461,82,146,75,79,752,707,809,948
FBgn0283467,84,141,69,59,170,184,219,164
FBgn0283468,352,733,328,337,1098,1243,1176,1333
FBgn0283469,300,515,310,313,803,736,792,785
FBgn0283471,3,7,4,0,24,31,22,23
FBgn0283472,962,1778,823,884,2524,2505,2545,2632
FBgn0283473,68,169,70,73,218,229,235,245
FBgn0283476,68,161,51,64,211,225,215,213
FBgn0283477,628,1271,581,664,1888,1795,2047,1998
FBgn0283478,463,847,449,365,759,796,877,867
FBgn0283479,0,4,0,0,4,5,6,7
FBgn0283480,2,1,1,2,6,8,4,1
FBgn0283494,12,11,5,10,8,11,4,8
FBgn0283499,1254,2371,1102,1094,4610,4831,4555,5113
FBgn0283500,476,825,427,407,811,962,911,1099
