Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2
FBgn0266797,0,0,0,0
FBgn0266798,2,2,2,0
FBgn0266799,0,1,1,0
FBgn0266800,0,0,1,1
FBgn0266801,447,867,440,396
FBgn0266802,77,145,55,66
FBgn0266803,0,0,0,1
FBgn0266804,1,1,0,1
FBgn0266805,2,5,3,2
FBgn0266806,1,2,0,1
FBgn0266807,7,13,6,5
FBgn0266808,98,368,174,152
FBgn0266809,0,0,0,0
FBgn0266810,3,3,2,3
FBgn0266811,0,2,1,0
FBgn0266812,3,4,0,2
FBgn0266813,0,2,0,0
FBgn0266814,1,0,0,2
FBgn0266815,0,0,0,0
FBgn0266816,1,2,2,0
FBgn0266817,1,3,2,2
FBgn0266818,107,195,83,98
FBgn0266819,30,76,39,25
FBgn0266820,0,1,0,0
FBgn0266821,1,1,0,0
FBgn0266822,5,9,2,3
FBgn0266823,0,0,0,0
FBgn0266824,0,0,0,1
FBgn0266825,0,0,1,0
FBgn0266826,0,0,0,0
FBgn0266827,0,0,1,1
FBgn0266828,13,26,15,14
FBgn0266829,1,1,1,0
FBgn0266830,0,0,0,0
FBgn0266831,0,1,0,0
FBgn0266832,0,3,0,0
FBgn0266833,0,0,0,0
FBgn0266834,1,1,0,0
FBgn0266835,4,4,4,3
FBgn0266836,45,74,40,42
FBgn0266837,0,1,0,0
FBgn0266838,0,0,0,0
FBgn0266839,0,1,0,0
FBgn0266840,0,0,0,0
FBgn0266841,0,1,0,0
FBgn0266842,0,1,0,3
FBgn0266843,0,1,0,1
FBgn0266844,0,2,0,4
FBgn0266845,0,0,0,0
FBgn0266846,0,5,2,1
FBgn0266847,0,1,1,1
FBgn0266848,253,437,203,209
FBgn0266849,1,0,0,0
FBgn0266850,4,3,2,3
FBgn0266851,1,2,0,1
FBgn0266852,0,0,0,0
FBgn0266853,1,3,0,1
FBgn0266854,3,6,3,2
FBgn0266855,0,1,0,0
FBgn0266856,0,1,0,0
FBgn0266857,0,0,0,0
FBgn0266858,10,9,5,9
FBgn0266859,12,21,16,7
FBgn0266860,9,19,7,9
FBgn0266861,0,0,1,0
FBgn0266862,1,0,0,0
FBgn0266863,4,12,8,4
FBgn0266864,10,16,12,7
FBgn0266865,16,38,20,20
FBgn0266866,14,34,7,16
FBgn0266867,1,3,1,2
FBgn0266868,1,0,0,0
FBgn0266869,20,43,25,28
FBgn0266870,0,0,0,0
FBgn0266871,2,0,0,0
FBgn0266872,0,0,0,1
FBgn0266873,3,3,1,1
FBgn0266874,0,2,2,1
FBgn0266875,1,3,2,0
FBgn0266876,0,2,0,0
FBgn0266877,0,0,0,0
FBgn0266878,2,2,1,0
FBgn0266879,1,2,0,1
FBgn0266880,0,3,0,1
FBgn0266881,0,0,0,0
FBgn0266882,0,1,0,1
FBgn0266883,1,0,0,0
FBgn0266884,134,247,85,101
FBgn0266885,1,1,0,1
FBgn0266886,1,0,2,0
FBgn0266887,1,4,0,2
FBgn0266888,0,0,1,0
FBgn0266889,86,164,76,89
FBgn0266891,0,2,2,1
FBgn0266892,21,58,24,28
FBgn0266893,1,0,0,0
FBgn0266894,2,7,3,5
FBgn0266895,2,4,2,2
FBgn0266896,0,0,0,0
FBgn0266897,1,0,0,0
FBgn0266898,0,1,0,0
FBgn0266899,0,2,1,2
FBgn0266900,1,2,0,0
FBgn0266901,3,7,8,1
FBgn0266902,3,1,1,1
FBgn0266903,7,6,5,5
FBgn0266904,1,0,0,0
FBgn0266905,19,32,12,16
FBgn0266906,6,11,10,11
FBgn0266907,3,4,3,0
FBgn0266909,0,1,0,2
FBgn0266910,0,0,0,0
FBgn0266911,222,397,212,188
FBgn0266912,0,4,1,2
FBgn0266913,0,0,0,1
FBgn0266914,0,0,0,0
FBgn0266915,4,7,3,5
FBgn0266916,278,582,249,211
FBgn0266917,202,406,207,184
FBgn0266918,1191,2182,1169,984
FBgn0266925,1,1,1,2
FBgn0266926,2,1,1,0
FBgn0266927,5,27,5,2
FBgn0266928,0,1,1,1
FBgn0266929,39,84,28,28
FBgn0266930,0,2,1,1
FBgn0266931,2,7,3,4
FBgn0266932,0,1,0,1
FBgn0266933,3,5,4,1
FBgn0266934,11,22,8,16
FBgn0266935,13,20,14,9
FBgn0266936,1,2,1,0
FBgn0266937,0,7,1,0
FBgn0266938,0,0,0,1
FBgn0266939,0,0,0,0
FBgn0266940,8,15,5,1
FBgn0266941,0,0,0,0
FBgn0266942,0,4,0,3
FBgn0266943,1,0,0,0
FBgn0266944,0,0,0,0
FBgn0266945,168,271,123,129
FBgn0266946,0,3,2,0
FBgn0266947,1,2,1,0
FBgn0266948,1,0,0,1
FBgn0266949,2,0,0,1
FBgn0266950,1,1,1,1
FBgn0266951,4,7,4,4
FBgn0266952,0,0,1,1
FBgn0266953,7,21,7,7
FBgn0266954,4,9,5,3
FBgn0266955,1,2,1,4
FBgn0266956,0,0,1,2
FBgn0266957,1,0,0,0
FBgn0266958,51,97,49,57
FBgn0266959,1,0,0,0
FBgn0266960,2,4,1,2
FBgn0266961,1,2,1,3
FBgn0266962,0,1,0,0
FBgn0266963,0,1,0,0
FBgn0266964,0,0,0,0
FBgn0266965,0,0,0,0
FBgn0266966,13,35,16,11
FBgn0266967,6,16,3,7
FBgn0266968,0,1,1,0
FBgn0266969,0,139,0,0
FBgn0266970,0,2,0,0
FBgn0266971,4,7,6,2
FBgn0266972,0,1,0,0
FBgn0266973,38,83,36,36
FBgn0266974,4,19,12,10
FBgn0266975,0,2,0,0
FBgn0266976,0,0,0,0
FBgn0266977,4,6,3,2
FBgn0266978,0,1,0,1
FBgn0266979,5,8,5,2
FBgn0266980,1,4,4,2
FBgn0266981,2,10,2,7
FBgn0266982,198,411,195,178
FBgn0266983,0,0,0,0
FBgn0266984,0,0,0,1
FBgn0266985,0,0,0,0
FBgn0266986,0,1,0,3
FBgn0266987,1,0,0,0
FBgn0266988,0,0,0,0
FBgn0266989,0,0,1,0
FBgn0266990,0,4,0,1
FBgn0266991,0,0,0,0
FBgn0266992,0,0,0,0
FBgn0266993,27,32,17,21
FBgn0266994,4,7,5,2
FBgn0266995,0,0,3,0
FBgn0267001,131,240,132,127
FBgn0267002,68,118,77,59
FBgn0267003,2,15,8,5
FBgn0267004,0,0,0,0
FBgn0267005,1,1,0,1
FBgn0267006,1,3,0,1
FBgn0267007,0,3,1,1
FBgn0267008,0,3,2,0
FBgn0267009,0,0,0,0
FBgn0267010,0,0,0,0
FBgn0267011,3,7,2,5
FBgn0267012,1,1,1,0
FBgn0267013,0,1,0,0
FBgn0267014,1,1,0,0
FBgn0267017,22,41,25,17
FBgn0267018,0,0,0,0
FBgn0267019,7,9,6,9
FBgn0267020,25,31,11,22
FBgn0267021,0,1,0,0
FBgn0267022,4,8,3,2
FBgn0267023,33,74,34,36
FBgn0267024,10,16,10,4
FBgn0267025,1,2,0,0
FBgn0267026,0,1,0,0
FBgn0267027,10,11,7,9
FBgn0267028,14,19,14,20
FBgn0267029,0,1,0,0
FBgn0267030,5,12,4,10
FBgn0267031,1,3,3,1
FBgn0267032,0,0,1,0
FBgn0267033,591,1132,616,649
FBgn0267034,24,48,32,21
FBgn0267035,31,72,39,35
FBgn0267036,31,55,18,14
FBgn0267037,1,0,1,0
FBgn0267038,2,4,1,1
FBgn0267039,7,25,8,8
FBgn0267041,0,0,0,0
FBgn0267042,0,0,0,0
FBgn0267043,0,0,0,0
FBgn0267044,0,0,0,0
FBgn0267045,0,0,0,0
FBgn0267046,0,0,0,0
FBgn0267047,0,0,0,0
FBgn0267048,0,0,0,0
FBgn0267049,0,0,0,0
FBgn0267050,0,0,0,0
FBgn0267051,0,0,0,0
FBgn0267052,0,1,0,0
FBgn0267053,0,0,0,0
FBgn0267054,0,0,0,0
FBgn0267055,0,0,0,0
FBgn0267056,3,5,4,1
FBgn0267057,34,55,45,34
FBgn0267058,7,19,6,14
FBgn0267059,0,0,2,0
FBgn0267060,0,0,0,0
FBgn0267061,0,0,0,0
FBgn0267062,0,0,1,0
FBgn0267063,1,7,4,2
FBgn0267064,1,1,2,0
FBgn0267065,2,4,1,4
FBgn0267066,4,1,1,2
FBgn0267067,4,6,1,2
FBgn0267068,0,1,1,0
FBgn0267069,1,1,0,1
FBgn0267070,5,14,10,11
FBgn0267071,0,0,0,0
FBgn0267072,0,0,0,0
FBgn0267073,356,774,418,388
FBgn0267074,0,0,0,0
FBgn0267075,3,1,2,2
FBgn0267076,20,37,28,25
FBgn0267077,1,1,0,0
FBgn0267078,1,6,4,4
FBgn0267079,0,0,0,1
FBgn0267080,1,0,1,0
FBgn0267081,44,61,37,27
FBgn0267082,0,1,0,2
FBgn0267083,0,1,0,0
FBgn0267084,9,36,11,16
FBgn0267085,1,0,0,1
FBgn0267086,8,25,14,19
FBgn0267087,37,79,39,36
FBgn0267088,1,0,0,0
FBgn0267089,1,2,1,5
FBgn0267090,0,4,0,0
FBgn0267091,0,0,2,0
FBgn0267096,0,3,1,0
FBgn0267097,4,16,5,7
FBgn0267098,0,0,0,0
FBgn0267099,0,0,0,0
FBgn0267100,0,2,2,1
FBgn0267101,1,3,1,3
FBgn0267102,17,29,14,9
FBgn0267103,5,7,3,5
FBgn0267104,11,38,15,15
FBgn0267105,0,0,0,0
FBgn0267106,2,1,0,0
FBgn0267107,2,1,2,1
FBgn0267108,0,0,0,0
FBgn0267109,23,38,20,24
FBgn0267110,0,0,0,0
FBgn0267111,66,134,57,64
FBgn0267112,1,0,0,1
FBgn0267113,3,7,10,7
FBgn0267114,0,1,4,0
FBgn0267115,1,3,1,3
FBgn0267116,1,2,2,11
FBgn0267118,0,2,0,0
FBgn0267119,1,3,1,0
FBgn0267120,0,1,0,1
FBgn0267121,2,0,0,0
FBgn0267122,0,1,1,0
FBgn0267123,0,1,0,0
FBgn0267124,0,4,0,1
FBgn0267125,12,33,18,13
FBgn0267126,291,542,296,335
FBgn0267127,3,4,2,3
FBgn0267128,35,50,31,44
FBgn0267129,0,0,0,0
FBgn0267130,1,1,0,2
FBgn0267131,21,52,27,26
FBgn0267132,1,5,1,1
FBgn0267133,4,6,7,7
FBgn0267134,0,0,0,0
FBgn0267135,0,0,0,0
FBgn0267136,2,2,4,1
FBgn0267137,12,28,5,14
FBgn0267138,0,6,0,5
FBgn0267139,0,0,0,0
FBgn0267140,0,2,0,2
FBgn0267141,0,2,0,0
FBgn0267142,1,1,0,0
FBgn0267143,1,0,0,0
FBgn0267144,0,0,0,0
FBgn0267145,5,4,1,2
FBgn0267146,4,5,4,3
FBgn0267147,1,0,0,0
FBgn0267148,2,3,0,1
FBgn0267149,2,1,1,1
FBgn0267150,13,39,14,24
FBgn0267151,0,0,1,1
FBgn0267152,0,0,0,0
FBgn0267153,5,6,7,2
FBgn0267154,0,3,2,0
FBgn0267155,2,3,1,2
FBgn0267156,0,0,2,0
FBgn0267157,6,7,3,0
FBgn0267158,1,2,0,3
FBgn0267159,1,1,1,4
FBgn0267160,6,7,10,9
FBgn0267161,0,0,0,0
FBgn0267162,15,29,15,14
FBgn0267163,0,2,0,1
FBgn0267164,38,52,27,29
FBgn0267165,1,0,0,0
FBgn0267166,1,0,0,1
FBgn0267167,2,12,7,4
FBgn0267168,1,7,2,2
FBgn0267169,1,1,0,0
FBgn0267170,1,3,1,1
FBgn0267171,4,13,4,5
FBgn0267172,1,2,3,1
FBgn0267173,0,2,1,0
FBgn0267174,0,0,0,0
FBgn0267175,0,0,0,0
FBgn0267176,6,4,4,1
FBgn0267177,6,7,4,8
FBgn0267178,16,45,22,23
FBgn0267179,0,0,0,0
FBgn0267180,27,48,26,28
FBgn0267181,4,8,2,4
FBgn0267182,1,0,0,0
FBgn0267183,11,16,15,12
FBgn0267184,1,1,0,0
FBgn0267185,5,14,6,6
FBgn0267186,1,7,2,1
FBgn0267187,1,8,1,5
FBgn0267188,0,0,0,1
FBgn0267189,1,0,0,0
FBgn0267190,1,1,1,0
FBgn0267191,4,5,3,7
FBgn0267192,0,1,0,2
FBgn0267193,0,0,0,0
FBgn0267194,1,2,0,1
FBgn0267195,6,10,5,6
FBgn0267196,1,4,0,0
FBgn0267197,56,118,57,50
FBgn0267198,45,68,31,46
FBgn0267199,148,265,151,139
FBgn0267200,5,11,9,14
FBgn0267201,36,57,24,28
FBgn0267202,35,80,33,22
FBgn0267203,144,318,182,183
FBgn0267204,0,0,0,0
FBgn0267205,0,2,0,1
FBgn0267206,0,2,1,0
FBgn0267207,12,21,10,11
FBgn0267208,4,4,1,2
FBgn0267209,0,0,1,0
FBgn0267210,0,6,1,3
FBgn0267211,0,0,0,0
FBgn0267212,0,2,0,0
FBgn0267213,0,1,1,1
FBgn0267214,1,1,0,1
FBgn0267215,0,2,0,0
FBgn0267216,1,1,1,0
FBgn0267217,0,0,1,1
FBgn0267218,0,2,0,0
FBgn0267219,10,8,9,5
FBgn0267220,4,6,4,4
FBgn0267221,87,168,97,108
FBgn0267222,1,4,1,1
FBgn0267223,0,0,0,0
FBgn0267224,0,1,0,0
FBgn0267225,0,0,1,1
FBgn0267226,0,4,1,2
FBgn0267227,0,3,0,1
FBgn0267228,98,215,75,88
FBgn0267229,1,2,0,0
FBgn0267230,38,89,23,26
FBgn0267231,0,0,0,0
FBgn0267232,0,0,0,0
FBgn0267233,2,2,1,0
FBgn0267234,0,0,0,0
FBgn0267235,0,1,0,2
FBgn0267236,0,1,2,0
FBgn0267237,71,148,67,79
FBgn0267238,1,5,2,0
FBgn0267239,1,5,0,0
FBgn0267240,0,0,0,0
FBgn0267241,12,28,18,10
FBgn0267242,0,0,0,0
FBgn0267243,10,21,11,16
FBgn0267244,0,0,0,0
FBgn0267245,1,0,1,0
FBgn0267246,2,1,3,3
FBgn0267247,2,2,4,2
FBgn0267248,0,0,0,0
FBgn0267249,0,1,0,0
FBgn0267252,27,54,32,28
FBgn0267253,64,147,106,97
FBgn0267254,0,0,0,0
FBgn0267255,0,0,0,0
FBgn0267256,0,0,1,0
FBgn0267257,0,1,1,0
FBgn0267258,0,0,0,0
FBgn0267259,3,16,6,2
FBgn0267260,1,1,0,0
FBgn0267261,0,0,0,0
FBgn0267262,0,2,0,0
FBgn0267263,0,1,0,0
FBgn0267264,8,6,9,8
FBgn0267265,1,0,0,1
FBgn0267266,1,2,0,2
FBgn0267267,0,0,0,0
FBgn0267268,0,1,3,0
FBgn0267269,0,2,1,0
FBgn0267270,0,0,1,1
FBgn0267271,0,1,1,0
FBgn0267272,1,0,0,1
FBgn0267273,0,2,0,1
FBgn0267274,0,0,0,0
FBgn0267275,3,2,3,2
FBgn0267276,27,61,21,32
FBgn0267277,1,2,2,1
FBgn0267278,0,0,0,0
FBgn0267279,1,3,0,1
FBgn0267280,27,35,18,25
FBgn0267281,13,16,20,12
FBgn0267282,0,0,0,0
FBgn0267283,0,0,0,0
FBgn0267284,37,72,39,43
FBgn0267285,0,1,0,0
FBgn0267286,4,4,5,1
FBgn0267287,0,1,1,1
FBgn0267288,0,0,0,0
FBgn0267289,0,0,0,0
FBgn0267290,0,2,0,0
FBgn0267291,0,0,0,0
FBgn0267292,0,0,1,0
FBgn0267293,0,0,0,0
FBgn0267294,5,6,3,2
FBgn0267295,0,0,0,0
FBgn0267296,14,29,7,20
FBgn0267297,0,1,0,0
FBgn0267298,0,0,0,0
FBgn0267299,2,9,3,2
FBgn0267300,2,0,1,1
FBgn0267301,7,22,6,13
FBgn0267302,0,1,1,0
FBgn0267303,0,0,0,0
FBgn0267304,0,1,1,0
FBgn0267305,1,1,0,0
FBgn0267306,1,1,3,1
FBgn0267307,0,1,0,0
FBgn0267308,2,0,2,2
FBgn0267309,0,0,0,0
FBgn0267310,0,1,0,0
FBgn0267311,0,1,0,0
FBgn0267312,0,1,0,0
FBgn0267313,0,1,0,1
FBgn0267314,1,1,0,0
FBgn0267315,0,1,0,0
FBgn0267316,0,0,0,0
FBgn0267317,0,0,1,0
FBgn0267318,1,3,0,0
FBgn0267319,0,1,0,0
FBgn0267320,9,13,16,4
FBgn0267321,0,1,0,1
FBgn0267322,17,38,9,20
FBgn0267323,0,0,0,0
FBgn0267326,15,25,5,13
FBgn0267327,0,0,0,0
FBgn0267330,516,902,487,453
FBgn0267336,1143,2085,1171,1091
FBgn0267337,11,31,24,13
FBgn0267339,114,215,123,123
FBgn0267347,376,791,375,364
FBgn0267348,2206,4460,2208,1959
FBgn0267350,334,626,296,306
FBgn0267351,241,388,212,177
FBgn0267363,2,1,2,2
FBgn0267365,410,813,391,380
FBgn0267366,36,65,34,35
FBgn0267376,63,154,59,64
FBgn0267378,284,518,221,251
FBgn0267383,2,3,1,0
FBgn0267384,81,139,63,71
FBgn0267385,553,993,534,416
FBgn0267390,703,1323,644,699
FBgn0267398,651,1336,648,648
FBgn0267399,1,0,0,3
FBgn0267400,1,1,1,6
FBgn0267408,445,934,426,480
FBgn0267411,0,0,0,0
FBgn0267412,0,0,0,0
FBgn0267413,0,0,0,0
FBgn0267417,0,0,0,0
FBgn0267418,0,0,2,0
FBgn0267419,0,0,0,0
FBgn0267420,0,0,0,0
FBgn0267422,0,0,0,0
FBgn0267423,0,0,0,0
FBgn0267424,0,0,0,0
FBgn0267425,2,9,5,5
FBgn0267426,0,0,0,0
FBgn0267427,0,0,0,0
FBgn0267428,9,12,4,5
FBgn0267429,10,9,136,4
FBgn0267430,7,27,4,7
FBgn0267431,4,12,8,17
FBgn0267432,39,78,32,39
FBgn0267433,32,38,20,29
FBgn0267435,59,95,49,53
FBgn0267438,0,0,0,2
FBgn0267439,15,33,19,30
FBgn0267440,0,1,0,2
FBgn0267441,1,0,2,0
FBgn0267442,0,0,1,0
FBgn0267443,41,59,31,29
FBgn0267444,0,0,0,1
FBgn0267445,2,0,0,0
FBgn0267446,1,0,0,0
FBgn0267447,0,0,0,0
FBgn0267448,13,14,7,9
FBgn0267449,9,18,16,4
FBgn0267450,3,7,4,3
FBgn0267451,6,8,2,3
FBgn0267452,6,1,5,5
FBgn0267453,0,1,0,0
FBgn0267454,68,116,57,50
FBgn0267455,31,116,22,40
FBgn0267456,0,0,0,0
FBgn0267457,0,4,2,7
FBgn0267458,43,85,57,40
FBgn0267459,1,2,0,5
FBgn0267460,0,1,0,0
FBgn0267461,106,160,76,93
FBgn0267462,10,9,10,10
FBgn0267463,57,136,69,72
FBgn0267464,3,9,5,9
FBgn0267465,8,7,3,5
FBgn0267469,16,43,10,20
FBgn0267470,44,82,37,34
FBgn0267471,1,1,0,1
FBgn0267472,7,14,5,8
FBgn0267473,7,14,4,14
FBgn0267474,2,10,6,1
FBgn0267475,3,0,0,1
FBgn0267476,0,1,1,0
FBgn0267477,6,8,1,6
FBgn0267478,0,0,0,0
FBgn0267479,1,0,0,0
FBgn0267480,0,0,0,0
FBgn0267481,6,6,6,4
FBgn0267482,0,1,0,0
FBgn0267483,15,20,11,16
FBgn0267484,18,30,8,8
FBgn0267485,2,16,5,11
FBgn0267486,0,3,0,1
FBgn0267487,755,1288,559,621
FBgn0267488,549,918,461,482
FBgn0267489,3,14,7,9
FBgn0267490,0,0,0,0
FBgn0267491,0,0,0,0
FBgn0267492,0,0,0,0
FBgn0267493,0,0,0,0
FBgn0267494,0,0,0,0
FBgn0267495,6,13,3,4
FBgn0267496,0,0,0,0
FBgn0267497,0,0,0,0
FBgn0267498,0,0,0,0
FBgn0267499,0,0,0,0
FBgn0267500,0,0,0,0
FBgn0267501,0,0,0,0
FBgn0267502,0,0,0,0
FBgn0267503,0,0,0,0
FBgn0267504,0,0,0,0
FBgn0267505,2883,12381,21291,29342
FBgn0267506,193,330,109,232
FBgn0267507,18,42,7,48
FBgn0267508,14935,29543,10005,17183
FBgn0267509,8,57,3,15
FBgn0267510,6,9,10,4
FBgn0267511,8731,30719,8939,7943
FBgn0267512,0,0,0,0
FBgn0267513,1106,4228,1466,922
FBgn0267514,583,2054,455,429
FBgn0267515,10519,20796,6067,9290
FBgn0267516,27607,63099,17656,24930
FBgn0267517,139,273,73,97
FBgn0267518,161,58,606,140
FBgn0267519,35035,73943,30370,24834
FBgn0267520,9097,24553,6147,9642
FBgn0267521,0,0,0,0
FBgn0267522,0,0,0,0
FBgn0267523,646,1797,323,290
FBgn0267524,760,1499,285,1468
FBgn0267525,0,0,0,0
FBgn0267526,0,2,1,2
FBgn0267527,1,0,1,0
FBgn0267528,6,10,5,2
FBgn0267529,0,0,0,0
FBgn0267530,3,5,5,5
FBgn0267531,3,4,1,0
FBgn0267532,0,0,0,0
FBgn0267533,3,6,3,3
FBgn0267534,85,189,81,100
FBgn0267535,0,0,0,0
FBgn0267536,0,3,0,0
FBgn0267537,1,3,0,0
FBgn0267538,0,3,1,1
FBgn0267539,3,0,1,0
FBgn0267540,0,1,0,0
FBgn0267541,0,1,1,0
FBgn0267542,0,0,0,0
FBgn0267543,0,0,0,0
FBgn0267544,0,0,0,0
FBgn0267545,0,0,0,0
FBgn0267546,0,0,0,0
FBgn0267547,0,0,0,1
FBgn0267548,0,2,1,0
FBgn0267549,34,65,34,31
FBgn0267550,0,0,1,0
FBgn0267551,0,0,0,0
FBgn0267552,0,2,0,0
FBgn0267553,0,0,0,0
FBgn0267554,1,1,0,2
FBgn0267555,0,3,0,1
FBgn0267556,6,9,4,3
FBgn0267557,27,44,23,25
FBgn0267558,5,7,4,4
FBgn0267559,1,1,0,1
FBgn0267560,0,0,0,0
FBgn0267561,1,0,1,1
FBgn0267562,0,0,0,0
FBgn0267563,0,0,0,0
FBgn0267564,0,0,0,0
FBgn0267565,0,0,0,1
FBgn0267566,5,8,4,2
FBgn0267567,40,67,39,35
FBgn0267568,530,919,432,488
FBgn0267569,3,2,0,1
FBgn0267570,65,129,64,64
FBgn0267571,41,61,36,48
FBgn0267572,19,20,2,10
FBgn0267573,15,16,10,24
FBgn0267574,72,156,51,49
FBgn0267575,0,0,0,0
FBgn0267576,3,1,1,4
FBgn0267577,0,0,0,0
FBgn0267578,0,4,1,1
FBgn0267579,3,5,3,1
FBgn0267580,0,0,0,0
FBgn0267581,7,6,5,6
FBgn0267582,0,2,0,1
FBgn0267585,29,74,39,38
FBgn0267586,1,2,0,0
FBgn0267587,11,15,9,7
FBgn0267588,25,32,15,19
FBgn0267589,0,0,0,0
FBgn0267590,65,123,54,64
FBgn0267591,0,2,0,0
FBgn0267592,13,17,8,8
FBgn0267593,0,1,1,5
FBgn0267594,0,0,0,0
FBgn0267595,0,0,0,0
FBgn0267596,0,0,0,0
FBgn0267597,0,0,0,0
FBgn0267598,4,12,10,4
FBgn0267599,3,2,4,0
FBgn0267600,26,51,27,32
FBgn0267601,7,21,9,6
FBgn0267602,14,22,4,5
FBgn0267603,0,0,0,0
FBgn0267604,50,96,36,58
FBgn0267605,0,0,0,0
FBgn0267606,0,3,0,5
FBgn0267607,0,0,1,0
FBgn0267608,1,0,0,1
FBgn0267609,1,0,0,0
FBgn0267610,0,0,0,0
FBgn0267611,7,27,8,8
FBgn0267612,0,0,1,0
FBgn0267613,5,4,1,2
FBgn0267614,6,6,1,3
FBgn0267615,7,6,4,9
FBgn0267616,1,2,1,5
FBgn0267617,2,7,7,5
FBgn0267618,14,26,22,14
FBgn0267619,1,0,1,0
FBgn0267620,0,0,0,0
FBgn0267621,14,14,7,7
FBgn0267622,4,2,1,3
FBgn0267623,1,1,1,1
FBgn0267624,317,592,257,309
FBgn0267625,112,244,99,104
FBgn0267626,128,244,86,104
FBgn0267627,173,345,160,172
FBgn0267628,1,3,2,4
FBgn0267629,2,4,2,0
FBgn0267630,0,0,0,0
FBgn0267631,113,207,120,116
FBgn0267632,1,3,2,1
FBgn0267633,11,9,6,10
FBgn0267634,7,5,3,3
FBgn0267635,499,945,447,472
FBgn0267636,0,0,0,0
FBgn0267637,0,0,0,0
FBgn0267638,1,1,0,2
FBgn0267639,0,0,0,0
FBgn0267640,1,0,1,0
FBgn0267641,7,11,4,4
FBgn0267642,0,1,0,0
FBgn0267643,6,15,4,4
FBgn0267644,4,10,4,1
FBgn0267645,1,1,0,2
FBgn0267646,0,1,0,1
FBgn0267647,9,12,5,11
FBgn0267648,0,0,0,0
FBgn0267649,0,0,0,0
FBgn0267650,0,0,0,0
FBgn0267651,0,0,0,0
FBgn0267652,0,0,0,0
FBgn0267653,0,1,0,0
FBgn0267655,5,18,8,5
FBgn0267656,11,14,4,8
FBgn0267657,0,0,0,0
FBgn0267658,0,0,0,0
FBgn0267659,2,2,1,2
FBgn0267660,2,0,0,1
FBgn0267661,38,80,21,37
FBgn0267662,0,1,0,1
FBgn0267663,0,0,0,1
FBgn0267664,17,32,18,13
FBgn0267665,12,21,8,8
FBgn0267666,2,7,5,8
FBgn0267667,3,17,8,4
FBgn0267668,793,1637,977,740
FBgn0267671,2,0,0,0
FBgn0267672,0,0,0,1
FBgn0267673,1,1,0,1
FBgn0267674,0,2,0,0
FBgn0267675,3,6,1,5
FBgn0267676,13,24,9,9
FBgn0267677,0,0,0,2
FBgn0267678,0,1,0,0
FBgn0267679,16,37,18,13
FBgn0267680,1,2,1,1
FBgn0267681,0,0,2,0
FBgn0267682,0,1,0,1
FBgn0267683,4,13,3,1
FBgn0267684,0,2,2,1
FBgn0267685,1,2,3,1
FBgn0267686,2,4,1,5
FBgn0267687,2,4,0,1
FBgn0267688,1,0,1,0
FBgn0267689,1,4,2,0
FBgn0267690,0,0,0,0
FBgn0267691,0,1,0,0
FBgn0267692,1,0,1,3
FBgn0267693,43,56,24,27
FBgn0267694,0,1,1,1
FBgn0267695,3,7,1,4
FBgn0267696,2,2,0,0
FBgn0267697,2,6,5,5
FBgn0267698,548,1087,525,534
FBgn0267701,0,0,0,0
FBgn0267702,314,615,285,312
FBgn0267703,186,387,172,173
FBgn0267704,68,123,74,73
FBgn0267705,0,0,1,0
FBgn0267706,1,2,0,0
FBgn0267707,1,1,1,0
FBgn0267708,7,15,5,5
FBgn0267709,2,4,2,0
FBgn0267710,0,0,0,0
FBgn0267711,22,36,11,18
FBgn0267712,2,4,1,1
FBgn0267713,0,3,1,2
FBgn0267714,0,1,1,1
FBgn0267715,4,8,6,6
FBgn0267716,0,0,0,0
FBgn0267717,1,3,0,1
FBgn0267719,1,1,0,0
FBgn0267720,0,1,0,0
FBgn0267721,0,0,0,0
FBgn0267722,44,73,26,31
FBgn0267723,17,49,25,30
FBgn0267724,25,67,33,31
FBgn0267725,0,0,1,0
FBgn0267726,1,4,3,3
FBgn0267728,21,32,18,24
FBgn0267729,21,46,17,24
FBgn0267730,67,102,64,69
FBgn0267731,3,0,1,2
FBgn0267732,5,14,6,2
FBgn0267733,396,721,380,376
FBgn0267734,1,2,1,0
FBgn0267735,8,27,8,9
FBgn0267736,0,3,0,1
FBgn0267737,0,0,0,0
FBgn0267738,0,1,1,0
FBgn0267739,0,2,0,1
FBgn0267740,0,0,0,0
FBgn0267741,0,0,0,0
FBgn0267742,7,10,8,9
FBgn0267743,0,0,0,0
FBgn0267744,6,13,14,10
FBgn0267745,2,3,0,0
FBgn0267746,0,0,2,0
FBgn0267747,0,0,1,1
FBgn0267748,1,1,0,0
FBgn0267749,0,0,0,0
FBgn0267750,0,0,0,0
FBgn0267751,0,1,0,0
FBgn0267752,14,16,15,16
FBgn0267753,42,77,32,48
FBgn0267754,33,58,34,30
FBgn0267755,1,1,0,0
FBgn0267756,0,0,0,0
FBgn0267757,0,1,0,0
FBgn0267758,308,516,300,345
FBgn0267759,52,95,44,51
FBgn0267760,7,13,12,6
FBgn0267761,25,28,21,15
FBgn0267762,75,141,66,85
FBgn0267763,12,13,10,6
FBgn0267764,24,44,13,22
FBgn0267765,0,0,0,0
FBgn0267766,1,1,0,3
FBgn0267767,0,0,1,0
FBgn0267768,0,4,3,1
FBgn0267769,17,25,12,9
FBgn0267770,1,4,2,1
FBgn0267771,1,5,5,7
