Geneid,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0286516,7366,5947,7330,6193
FBgn0286567,999,1124,1133,1217
FBgn0286723,118,289,171,245
FBgn0286726,27,37,18,36
FBgn0286727,21,16,12,13
FBgn0286728,7,10,11,14
FBgn0286729,0,0,0,0
FBgn0286730,3,9,2,7
FBgn0286731,2,1,0,0
FBgn0286732,5,5,4,4
FBgn0286733,5,5,7,4
FBgn0286734,1,1,3,0
FBgn0286735,0,0,0,0
FBgn0286736,3,24,3,17
FBgn0286737,0,0,0,0
FBgn0286738,0,0,0,0
FBgn0286739,0,0,0,0
FBgn0286740,0,1,0,1
FBgn0286741,0,0,0,0
FBgn0286758,0,0,0,0
FBgn0286778,6427,5973,6420,6408
FBgn0286781,1424,1797,1560,1898
FBgn0286782,474,347,424,291
FBgn0286783,243,338,297,321
FBgn0286784,643,888,822,1090
FBgn0286785,1981,1544,1608,1486
FBgn0286786,3887,4289,4518,3159
FBgn0286788,457,647,463,633
FBgn0286809,726,719,772,719
FBgn0286813,781,832,882,804
FBgn0286818,1243,1445,1532,1567
FBgn0286827,58158,65166,63238,68299
FBgn0286828,275,310,339,330
FBgn0286833,113,134,92,139
FBgn0286834,1,1,2,1
FBgn0286852,26,38,42,55
FBgn0286867,1,2,1,0
FBgn0286868,0,0,0,0
FBgn0286869,10,8,11,11
FBgn0286870,0,0,0,0
FBgn0286871,1,0,1,0
FBgn0286872,1,1,0,0
FBgn0286873,58,81,77,80
FBgn0286874,0,0,0,0
FBgn0286875,242,189,313,214
FBgn0286876,57,42,52,42
FBgn0286877,20,22,22,19
FBgn0286878,5,5,4,3
FBgn0286879,10,1,5,7
FBgn0286880,36,36,51,42
FBgn0286881,9,8,5,6
FBgn0286882,0,0,0,1
FBgn0286883,18,5,16,9
FBgn0286884,2,3,3,1
FBgn0286885,16,20,26,16
FBgn0286889,0,0,0,0
FBgn0286890,145,276,178,252
FBgn0286891,1,0,0,1
FBgn0286892,0,0,0,0
FBgn0286893,0,0,0,0
FBgn0286898,1042,1053,1058,1069
FBgn0286913,13,11,8,14
FBgn0286914,0,0,1,0
FBgn0286915,0,0,0,0
FBgn0286916,0,0,0,0
FBgn0286917,0,0,0,0
FBgn0286918,2,0,0,5
FBgn0286919,2,0,2,2
FBgn0286920,0,0,0,0
FBgn0286921,0,0,0,0
FBgn0286925,80,92,84,87
FBgn0286926,0,0,0,1
FBgn0286927,23,19,19,23
FBgn0286928,165,144,207,158
FBgn0286929,0,0,0,0
FBgn0286930,0,0,0,0
FBgn0286931,0,0,0,0
FBgn0286932,0,0,0,0
FBgn0286933,0,1,0,0
FBgn0286937,3,2,1,3
FBgn0286938,10,5,5,5
FBgn0286939,0,0,0,0
FBgn0286940,0,0,0,0
FBgn0286941,0,0,0,0
FBgn0286976,2,0,1,2
FBgn0286977,1,3,1,1
FBgn0286979,0,0,0,0
FBgn0286980,0,0,0,0
FBgn0287182,461,781,475,817
FBgn0287183,253,168,280,204
FBgn0287184,276,65,294,58
FBgn0287185,52,5,4,6
FBgn0287186,6,6,4,5
FBgn0287187,407,380,506,407
FBgn0287204,292,319,325,367
FBgn0287209,64,104,43,54
FBgn0287210,0,0,0,0
FBgn0287211,0,1,0,1
FBgn0287212,52,67,66,64
FBgn0287213,2,2,1,2
FBgn0287214,2,2,3,5
FBgn0287215,1,2,2,0
FBgn0287216,2,0,1,0
FBgn0287217,3,3,4,10
FBgn0287218,2,0,2,0
FBgn0287225,2532,2065,2774,2246
FBgn0287234,31,34,35,24
FBgn0287423,2087,3220,2382,3355
FBgn0287454,311,388,353,386
FBgn0287460,0,0,0,0
FBgn0287461,683,637,661,721
FBgn0287462,1,2,0,3
FBgn0287463,30,23,33,30
FBgn0287464,1,7,2,6
FBgn0287465,1,4,1,2
FBgn0287466,3,3,3,1
FBgn0287478,390,533,400,520
FBgn0287585,550,584,573,627
FBgn0287586,0,0,0,0
FBgn0287587,1,1,0,0
FBgn0287588,0,0,0,0
FBgn0287589,0,0,0,0
FBgn0287590,0,0,0,0
FBgn0287591,17,17,15,15
FBgn0287592,62,64,55,65
FBgn0287594,0,0,0,0
FBgn0287595,0,0,0,0
FBgn0287596,5,3,3,2
FBgn0287597,638,800,698,879
FBgn0287598,0,0,0,0
FBgn0287599,0,0,0,0
FBgn0287600,0,0,2,1
FBgn0287601,0,0,0,0
FBgn0287602,433,336,470,325
FBgn0287603,1764,1749,1913,1951
FBgn0287604,171,195,158,172
FBgn0287605,11,8,16,13
FBgn0287606,57,22,41,30
FBgn0287607,20,17,18,21
FBgn0287608,26,35,37,28
FBgn0287609,178,134,183,155
FBgn0287610,0,0,0,0
FBgn0287611,96,94,95,102
FBgn0287612,1032,877,1045,864
FBgn0287613,26,20,19,24
FBgn0287614,105,76,78,100
FBgn0287615,2983,3113,3370,3443
FBgn0287616,99,115,110,127
FBgn0287617,12,14,14,12
FBgn0287618,11,20,25,10
FBgn0287619,1314,1469,1484,1761
FBgn0287620,1898,1283,1934,1220
FBgn0287621,1,1,0,2
FBgn0287630,4,1,2,3
FBgn0287631,438,422,385,354
FBgn0287632,20,11,12,11
FBgn0287633,593,742,615,624
FBgn0287645,2,3,3,5
FBgn0287667,80,104,73,138
FBgn0287668,0,1,0,0
FBgn0287669,0,0,0,0
FBgn0287670,5,4,9,9
FBgn0287695,106,140,122,143
FBgn0287696,427,442,420,480
FBgn0287720,2432,2407,2376,2382
FBgn0287724,5,7,7,10
FBgn0287725,1561,2318,1682,2532
FBgn0287767,2340,2808,2185,2885
FBgn0287768,579,503,504,661
FBgn0287774,304,295,310,317
FBgn0287775,953,981,1044,1179
FBgn0287788,0,0,0,0
FBgn0287825,317,316,352,381
FBgn0287828,17,9,17,17
FBgn0287831,156,306,165,328
FBgn0287844,478,278,536,273
FBgn0287864,40,45,71,41
FBgn0287873,2988,2889,2227,3588
FBgn0288229,4711,4297,5020,4978
FBgn0288232,60,55,91,69
FBgn0288310,700,890,818,921
FBgn0288433,69,46,82,60
FBgn0288447,0,0,0,0
FBgn0288469,162,163,154,191
FBgn0288470,1093,1344,1277,1199
FBgn0288631,564,649,648,732
FBgn0288686,6521,8509,6795,8628
FBgn0288690,207,191,165,154
FBgn0288700,18,61,13,82
FBgn0288701,8,6,8,11
FBgn0288705,13,8,10,6
FBgn0288728,13,9,4,8
FBgn0288729,2,0,0,0
FBgn0288730,1,2,0,1
FBgn0288731,0,0,0,1
FBgn0288732,0,0,0,0
FBgn0288733,0,0,0,0
FBgn0288734,1,0,0,1
FBgn0288735,0,0,0,0
FBgn0288736,0,0,0,1
FBgn0288737,0,1,1,0
FBgn0288738,0,0,0,0
FBgn0288739,0,0,0,0
FBgn0288740,0,0,0,0
FBgn0288741,0,0,0,0
FBgn0288742,9,6,5,4
FBgn0288743,0,0,1,0
FBgn0288744,0,1,0,0
FBgn0288745,0,0,0,0
FBgn0288746,0,0,1,1
FBgn0288747,0,0,0,0
FBgn0288748,0,0,0,0
FBgn0288809,0,0,0,0
FBgn0288810,54,79,100,94
FBgn0288811,10,12,9,24
FBgn0288833,254,377,286,384
FBgn0288834,549,700,506,660
FBgn0288835,0,2,0,1
FBgn0288846,576,790,598,792
FBgn0288856,95,139,131,165
FBgn0288857,308,287,320,327
FBgn0288875,619,718,641,712
FBgn0288888,276,410,303,444
FBgn0288966,598,665,632,762
FBgn0288967,88,97,92,72
FBgn0288976,359,349,374,319
FBgn0289108,807,1122,828,1233
FBgn0289122,417,427,485,503
FBgn0289323,421,403,465,456
FBgn0010786,593,716,742,793
FBgn0029514,415,554,456,575
FBgn0003295,6,7,4,9
FBgn0052330,519,477,608,466
FBgn0052328,329,393,459,341
FBgn0052329,113,97,113,111
FBgn0011851,276,298,292,252
FBgn0011852,0,0,0,0
FBgn0011853,0,0,0,0
FBgn0052324,29,16,24,9
FBgn0052320,196,256,225,271
FBgn0011854,0,0,0,0
FBgn0011855,169,199,208,195
FBgn0035216,199,397,178,366
FBgn0035217,34,93,34,91
FBgn0004635,3094,3572,3440,3727
FBgn0028567,4,2,4,4
FBgn0035227,374,444,418,464
FBgn0011204,1790,2169,1906,2276
FBgn0028577,834,996,938,1131
FBgn0043458,545,560,596,711
FBgn0020248,139,121,114,138
FBgn0052319,5,7,9,5
FBgn0043865,8,44,17,62
FBgn0035218,45,159,62,164
FBgn0035213,1021,1281,1048,1428
FBgn0035211,210,315,240,335
FBgn0035210,200,255,174,241
FBgn0035208,60,50,72,64
FBgn0035206,168,232,221,256
FBgn0035204,486,652,448,667
FBgn0010333,402,501,447,630
FBgn0035194,126,155,151,162
FBgn0052318,0,0,0,0
FBgn0004378,272,364,211,343
FBgn0035193,25,17,22,19
FBgn0035229,829,965,917,1132
FBgn0041342,3377,4156,3963,4102
FBgn0035231,468,525,421,491
FBgn0035233,131,226,184,220
FBgn0035234,440,532,454,538
FBgn0035236,1065,1209,1276,1361
FBgn0035237,3863,4081,4440,4656
FBgn0035244,147,210,194,221
FBgn0053230,168,196,185,220
FBgn0013753,319,348,315,344
FBgn0035248,86,114,105,137
FBgn0013755,8,6,7,12
FBgn0025712,179,180,206,222
FBgn0035252,221,249,298,301
FBgn0035254,239,216,208,197
FBgn0035257,12,3,10,6
FBgn0035260,2982,2833,3675,3090
FBgn0035263,763,244,875,246
FBgn0035266,697,690,697,696
FBgn0035267,230,255,255,243
FBgn0035268,246,278,284,291
FBgn0027903,192,259,201,257
FBgn0035272,100,138,119,170
FBgn0011573,405,453,367,505
FBgn0035273,72,71,69,66
FBgn0067864,521,561,554,649
FBgn0027790,1,1,3,9
FBgn0035280,0,1,6,2
FBgn0035279,0,1,0,5
FBgn0025820,380,425,440,542
FBgn0024510,586,613,618,581
FBgn0035271,118,169,152,179
FBgn0035270,127,162,163,177
FBgn0013811,158,205,182,174
FBgn0022702,54,55,56,82
FBgn0035265,8,10,9,9
FBgn0035264,30,24,35,24
FBgn0027594,456,259,578,270
FBgn0035262,78,78,103,122
FBgn0035256,5,5,4,5
FBgn0035255,1,6,5,5
FBgn0026372,809,809,860,819
FBgn0035251,371,401,391,428
FBgn0035249,216,276,234,308
FBgn0025725,1347,1519,1691,1763
FBgn0035247,282,356,293,346
FBgn0013342,31,34,33,42
FBgn0035245,62,79,62,78
FBgn0035246,31,33,37,38
FBgn0035243,4,1,3,7
FBgn0035241,51,66,49,56
FBgn0035238,627,852,752,868
FBgn0035235,989,1109,1006,1178
FBgn0035232,457,520,455,517
FBgn0052313,29,48,41,64
FBgn0035228,582,681,694,760
FBgn0035283,750,886,891,846
FBgn0035285,665,866,706,948
FBgn0035286,264,270,264,323
FBgn0052312,2394,2243,2618,2629
FBgn0035294,219,265,265,283
FBgn0035295,208,191,249,283
FBgn0035298,590,587,658,726
FBgn0035300,56,133,53,75
FBgn0035299,3,1,1,3
FBgn0027547,2606,2351,2492,2688
FBgn0002872,276,308,319,312
FBgn0035293,0,0,0,0
FBgn0035290,9,16,14,18
FBgn0035287,246,256,237,220
FBgn0042712,643,1030,789,1267
FBgn0004636,1349,1467,1428,1593
FBgn0035282,15,25,21,32
FBgn0035281,5,14,7,13
FBgn0035313,4,1,3,2
FBgn0035315,1,0,0,1
FBgn0035317,31,42,35,37
FBgn0040507,12,17,15,12
FBgn0052301,10,10,7,6
FBgn0052305,88,89,72,64
FBgn0015359,234,299,263,281
FBgn0035323,80,109,112,143
FBgn0035325,2,0,1,0
FBgn0052304,0,0,0,0
FBgn0052302,3,0,2,0
FBgn0052303,660,708,703,994
FBgn0035328,0,1,2,3
FBgn0035332,2,2,1,2
FBgn0035334,201,190,215,242
FBgn0035336,187,203,216,231
FBgn0052298,0,0,0,0
FBgn0052299,0,1,1,1
FBgn0035337,75,116,89,119
FBgn0035335,207,202,235,266
FBgn0035333,444,500,480,587
FBgn0041709,4,0,0,2
FBgn0000543,281,335,356,388
FBgn0015360,560,604,640,700
FBgn0035321,479,451,473,347
FBgn0035318,675,784,769,837
FBgn0035316,1,0,0,0
FBgn0026593,2284,2027,2400,2115
FBgn0035312,509,213,571,241
FBgn0035311,69,26,59,28
FBgn0026570,1693,1557,1613,1607
FBgn0035309,421,451,506,488
FBgn0035308,103,81,91,104
FBgn0035346,13371,11189,15979,11355
FBgn0016794,2259,2219,2784,2601
FBgn0062517,28,24,39,20
FBgn0035355,61,53,39,46
FBgn0035356,72,83,69,76
FBgn0035357,714,838,773,875
FBgn0035359,24,26,25,44
FBgn0035360,101,166,129,144
FBgn0053233,6,8,1,5
FBgn0053234,3,3,5,6
FBgn0020509,10,16,23,22
FBgn0052296,387,443,401,479
FBgn0027082,261,305,268,350
FBgn0035358,272,326,254,324
FBgn0011828,119,129,129,92
FBgn0028504,290,340,340,328
FBgn0010909,4185,3242,4790,3774
FBgn0010905,2658,2753,2930,2628
FBgn0260480,50,61,51,54
FBgn0035348,1494,930,1605,1019
FBgn0035344,173,104,129,82
FBgn0035343,22,16,30,19
FBgn0035370,415,502,436,502
FBgn0044452,883,1110,1044,1307
FBgn0035374,228,243,227,266
FBgn0035375,278,318,343,329
FBgn0035382,3,13,6,4
FBgn0035383,549,424,709,487
FBgn0035384,2,3,2,5
FBgn0035385,7,5,3,3
FBgn0035388,1369,1369,1657,1746
FBgn0040308,396,374,381,423
FBgn0052485,133,227,163,199
FBgn0035392,332,277,369,272
FBgn0035393,189,214,196,224
FBgn0035397,1871,1976,2014,2030
FBgn0035390,967,949,997,1153
FBgn0004372,6,6,8,2
FBgn0052487,0,0,2,1
FBgn0052488,2,2,2,2
FBgn0052846,1,2,1,6
FBgn0035380,3,5,3,9
FBgn0035379,8,84,6,51
FBgn0035372,146,201,180,192
FBgn0035371,510,618,509,692
FBgn0003938,1619,1498,1718,1835
FBgn0052288,734,739,1082,847
FBgn0052289,460,402,491,484
FBgn0052287,211,153,307,253
FBgn0052285,422,380,570,464
FBgn0052286,106,76,102,82
FBgn0035401,454,570,579,635
FBgn0035405,471,545,508,596
FBgn0024194,358,440,449,469
FBgn0052280,485,484,493,497
FBgn0052278,70,76,82,89
FBgn0052281,237,285,281,290
FBgn0052284,14,29,17,27
FBgn0035412,10,13,19,14
FBgn0035413,29,52,30,29
FBgn0001233,3108,3474,3011,3833
FBgn0035421,414,531,431,571
FBgn0035423,816,913,806,1036
FBgn0035424,2439,3407,2594,3426
FBgn0035427,13,12,19,11
FBgn0035428,12,12,16,8
FBgn0035429,13,13,23,14
FBgn0035430,40,34,40,33
FBgn0035432,1372,1637,1230,1718
FBgn0052279,37,48,35,51
FBgn0052283,7,7,6,3
FBgn0052282,4,2,3,2
FBgn0035434,8,12,6,4
FBgn0035436,4,5,2,1
FBgn0035438,1719,1950,2102,2309
FBgn0035439,374,494,483,547
FBgn0004167,4048,3495,3908,3209
FBgn0035443,596,481,705,561
FBgn0035444,1142,936,1206,1010
FBgn0035445,2208,1150,3010,1450
FBgn0027616,1550,1239,1803,1399
FBgn0052268,4,0,2,4
FBgn0052274,4,1,1,2
FBgn0035440,274,324,311,374
FBgn0035437,794,944,969,1063
FBgn0035435,84,88,92,116
FBgn0035431,30,45,33,35
FBgn0035425,628,865,680,992
FBgn0035422,1738,2029,1782,2001
FBgn0035420,681,909,820,986
FBgn0053160,45,50,41,46
FBgn0052277,68,60,71,59
FBgn0053159,73,52,63,52
FBgn0052271,92,105,104,87
FBgn0047135,1393,1660,1525,1678
FBgn0035415,303,333,353,439
FBgn0035414,203,230,195,229
FBgn0035410,258,272,241,279
FBgn0035409,67,68,75,63
FBgn0035407,447,561,514,555
FBgn0035402,688,818,828,989
FBgn0035400,2500,2441,2635,2841
FBgn0026189,1359,1318,1256,1309
FBgn0052273,523,402,448,464
FBgn0035398,6500,5739,7607,5423
FBgn0052272,312,432,412,459
FBgn0005640,4736,3244,5179,3678
FBgn0035452,179,597,154,591
FBgn0035453,19,41,24,35
FBgn0035455,16,5,15,11
FBgn0040694,3,2,4,1
FBgn0001254,206,65,203,66
FBgn0052267,601,441,695,524
FBgn0035449,631,487,712,457
FBgn0026259,7139,3884,7230,4238
FBgn0014388,21790,13226,22153,12675
FBgn0052266,8,6,8,11
FBgn0035462,361,503,407,499
FBgn0035464,356,493,488,504
FBgn0004888,608,645,695,727
FBgn0004875,1073,1293,1218,1409
FBgn0064227,16,31,23,31
FBgn0013751,52,71,44,70
FBgn0026592,583,464,610,414
FBgn0035469,129,168,131,164
FBgn0035471,1438,1782,1641,1858
FBgn0041147,289,317,364,376
FBgn0004910,57,80,62,70
FBgn0035473,352,393,459,372
FBgn0035470,242,315,273,324
FBgn0035468,15,18,14,15
FBgn0015585,72,62,70,87
FBgn0052263,9,8,12,6
FBgn0052262,252,327,328,386
FBgn0035461,22,28,25,23
FBgn0052264,1358,1453,1272,1492
FBgn0035458,16,26,18,18
FBgn0035490,7,16,10,16
FBgn0042179,6,6,5,8
FBgn0000449,9,4,4,6
FBgn0052259,2,2,4,0
FBgn0035495,11,16,13,11
FBgn0035496,114,114,112,130
FBgn0035498,1947,1952,2214,2131
FBgn0028484,3044,2727,3499,2847
FBgn0003206,328,353,362,445
FBgn0004552,28,42,42,34
FBgn0052260,27,31,21,40
FBgn0035501,258,344,297,450
FBgn0040696,100,150,133,136
FBgn0003710,10,12,12,11
FBgn0035513,23,27,28,31
FBgn0035515,97,150,108,136
FBgn0011692,763,868,686,707
FBgn0035517,560,659,663,662
FBgn0035519,254,313,308,353
FBgn0035521,1,5,1,4
FBgn0035522,65,64,63,78
FBgn0035523,217,268,250,275
FBgn0035526,1163,1365,1154,1451
FBgn0015829,161,198,157,229
FBgn0041630,432,488,518,588
FBgn0035529,384,457,383,543
FBgn0035528,369,405,377,519
FBgn0035524,383,389,334,383
FBgn0035520,132,199,161,200
FBgn0035518,640,625,640,659
FBgn0041171,1245,1457,1592,1631
FBgn0001257,2477,2734,2984,3167
FBgn0052252,60,72,69,74
FBgn0035512,43,34,37,38
FBgn0035511,16,22,19,22
FBgn0035510,31,34,40,38
FBgn0035508,107,135,113,118
FBgn0028664,112,140,149,199
FBgn0040697,10,4,10,15
FBgn0035505,18,19,14,24
FBgn0035504,21,30,18,36
FBgn0011653,13,11,16,12
FBgn0004574,898,886,932,1011
FBgn0035499,2817,2783,2753,2871
FBgn0004516,9,18,8,12
FBgn0016013,536,535,574,566
FBgn0024179,771,573,753,548
FBgn0035491,2,3,1,3
FBgn0035488,936,1013,1142,1190
FBgn0052251,241,269,189,278
FBgn0052250,462,559,466,529
FBgn0035534,130,151,127,159
FBgn0035539,432,653,498,860
FBgn0035540,366,470,357,493
FBgn0035542,1942,1950,2135,2148
FBgn0035543,14,52,8,41
FBgn0000038,3,4,4,4
FBgn0035544,0,1,4,1
FBgn0035545,0,1,0,4
FBgn0052249,3,0,0,0
FBgn0052248,2,0,0,0
FBgn0035550,3,4,0,1
FBgn0035551,5,2,6,4
FBgn0035552,1,3,4,3
FBgn0035557,179,246,162,184
FBgn0035558,2640,2180,2794,2118
FBgn0052246,16,32,28,22
FBgn0015805,225,217,274,235
FBgn0035563,1,0,0,1
FBgn0052243,697,774,800,873
FBgn0014073,104,148,121,158
FBgn0035555,1,0,1,3
FBgn0035554,2,0,1,0
FBgn0035553,3,7,4,6
FBgn0052241,5,0,0,0
FBgn0040699,0,0,0,1
FBgn0035548,0,0,1,1
FBgn0035547,0,0,0,0
FBgn0035546,1,2,0,1
FBgn0035541,342,362,320,379
FBgn0052240,0,1,0,3
FBgn0035538,6,15,12,22
FBgn0035537,79,96,73,83
FBgn0035533,2771,3014,3086,3280
FBgn0035532,505,516,481,581
FBgn0066365,11,20,14,23
FBgn0052238,7,5,6,2
FBgn0035574,133,149,150,139
FBgn0042199,1,1,1,1
FBgn0035572,1,1,2,3
FBgn0027085,183,256,220,270
FBgn0035581,22,31,28,38
FBgn0035582,4,2,4,2
FBgn0035583,0,2,0,1
FBgn0028699,6,6,4,8
FBgn0047330,2,2,1,1
FBgn0052237,0,0,0,1
FBgn0035578,344,1530,365,1912
FBgn0035577,134,144,135,144
FBgn0042131,133,175,150,175
FBgn0035575,11,10,16,17
FBgn0035571,8,9,9,7
FBgn0035570,0,0,0,1
FBgn0035569,2,1,1,0
FBgn0035568,1,0,4,0
FBgn0035567,4,1,3,0
FBgn0046793,4,4,2,0
FBgn0035585,1,0,1,1
FBgn0052232,9,5,9,12
FBgn0035584,3,4,4,0
FBgn0005775,168,120,168,173
FBgn0030234,1378,1271,1414,1393
FBgn0040850,157,85,222,127
FBgn0030237,632,630,788,818
FBgn0030239,278,292,291,356
FBgn0030240,561,664,566,651
FBgn0030243,732,852,822,901
FBgn0030244,97,88,117,83
FBgn0030247,3,0,4,1
FBgn0003965,2,1,2,0
FBgn0030251,5,4,13,4
FBgn0030257,5,3,2,1
FBgn0030261,0,4,2,3
FBgn0030260,2,1,2,1
FBgn0030259,0,1,0,3
FBgn0030258,0,2,1,1
FBgn0021742,5,3,10,7
FBgn0052670,25,9,16,3
FBgn0052671,1,0,1,2
FBgn0030246,561,629,589,735
FBgn0017561,17,22,14,19
FBgn0030245,673,539,720,544
FBgn0030242,255,291,223,248
FBgn0030241,409,549,407,548
FBgn0003321,911,1074,988,1091
FBgn0052669,316,290,381,365
FBgn0003360,1177,1048,1299,1093
FBgn0025111,316,321,344,336
FBgn0030263,0,0,0,0
FBgn0027498,0,0,0,0
FBgn0015245,1293,1330,1383,1458
FBgn0028686,723,869,846,911
FBgn0030269,261,292,310,309
FBgn0030271,73,82,70,60
FBgn0030272,188,188,171,221
FBgn0030274,407,489,468,539
FBgn0030276,659,710,748,729
FBgn0030278,1,0,0,0
FBgn0030280,0,0,0,0
FBgn0030283,1,125,3,1
FBgn0030286,802,818,839,933
FBgn0030290,9,19,6,21
FBgn0030291,167,203,203,247
FBgn0030292,225,214,314,269
FBgn0030293,1298,1286,1402,1255
FBgn0000499,326,313,363,334
FBgn0004864,664,783,809,744
FBgn0030289,327,390,415,408
FBgn0028421,764,763,801,866
FBgn0001491,109,244,106,138
FBgn0003411,10,8,10,11
FBgn0030277,9,7,5,10
FBgn0026268,7,18,17,18
FBgn0052668,160,182,192,200
FBgn0020255,785,756,714,761
FBgn0030270,3,4,3,1
FBgn0052667,3,0,2,2
FBgn0030268,887,889,890,932
FBgn0010391,786,822,915,873
FBgn0030266,813,899,852,871
FBgn0027359,357,407,407,389
FBgn0030296,3,13,3,4
FBgn0001145,259,154,322,203
FBgn0030300,1428,1062,1601,1082
FBgn0030301,476,475,489,486
FBgn0030304,6,7,11,6
FBgn0030305,423,454,537,496
FBgn0030306,212,230,223,246
FBgn0052666,1775,2005,2106,2116
FBgn0030310,209,220,279,199
FBgn0030311,0,0,0,0
FBgn0030313,8,9,8,9
FBgn0030314,233,265,305,274
FBgn0030316,177,188,213,217
FBgn0019660,1554,1618,1700,1693
FBgn0002948,628,241,194,191
FBgn0030318,1187,1302,1272,1412
FBgn0030321,709,824,797,1002
FBgn0002723,441,429,417,494
FBgn0004370,2132,2237,2194,2287
FBgn0014133,5299,5393,5785,5821
FBgn0030326,110,116,99,140
FBgn0030323,133,164,146,169
FBgn0030320,1351,1570,1383,1440
FBgn0030319,106,102,78,86
FBgn0030317,110,90,79,77
FBgn0000618,145,148,137,174
FBgn0027259,224,233,198,258
FBgn0003277,2162,2475,2171,2561
FBgn0030309,2939,2542,3281,2703
FBgn0030307,52,70,72,79
FBgn0030298,0,0,0,0
FBgn0045502,0,0,0,0
FBgn0030297,6,3,7,10
FBgn0030329,728,878,881,891
FBgn0030330,245,302,284,297
FBgn0030331,23,36,21,15
FBgn0002577,13,19,22,16
FBgn0030334,959,752,1048,837
FBgn0030339,23,15,18,15
FBgn0030343,958,1026,1040,1186
FBgn0030345,276,313,274,292
FBgn0030347,787,546,868,667
FBgn0030350,356,418,407,433
FBgn0030351,165,148,164,159
FBgn0030352,271,292,309,310
FBgn0030360,98,90,96,105
FBgn0030362,1599,1591,1821,1755
FBgn0030361,79,88,103,104
FBgn0001083,38,13,48,13
FBgn0030359,1,2,0,3
FBgn0003865,1,3,0,3
FBgn0000808,3,5,7,1
FBgn0030358,10,13,11,11
FBgn0030357,905,655,911,693
FBgn0052660,0,0,0,0
FBgn0030356,36,28,23,34
FBgn0030354,652,706,722,773
FBgn0030349,557,506,586,536
FBgn0030348,27,41,33,25
FBgn0030346,169,215,208,252
FBgn0030344,444,449,493,440
FBgn0030342,245,267,307,300
FBgn0030341,636,652,714,712
FBgn0030340,74,22,90,37
FBgn0030338,7,2,8,9
FBgn0001218,3212,3145,3301,3610
FBgn0004511,13,17,16,15
FBgn0030332,318,249,332,323
FBgn0030328,1559,1631,1630,1851
FBgn0030327,342,357,364,418
FBgn0030364,254,248,284,301
FBgn0030365,218,203,262,260
FBgn0030369,2,2,3,1
FBgn0052657,0,1,0,1
FBgn0040859,0,0,0,0
FBgn0030376,3,5,3,2
FBgn0052655,8,13,9,5
FBgn0030377,1,2,1,1
FBgn0030375,0,0,0,2
FBgn0030374,0,0,0,0
FBgn0030373,146,314,150,314
FBgn0030370,0,1,0,1
FBgn0030367,2,4,3,5
FBgn0030366,796,803,843,869
FBgn0043001,368,522,427,558
FBgn0030384,0,0,0,2
FBgn0030386,0,0,1,1
FBgn0030389,0,1,1,6
FBgn0030394,18,25,20,25
FBgn0002562,5,6,0,6
FBgn0030396,145,119,141,159
FBgn0030398,2,2,1,4
FBgn0052654,1013,1088,1106,1195
FBgn0030407,54,60,68,60
FBgn0030408,6,5,9,9
FBgn0030406,269,306,330,310
FBgn0030403,723,701,874,763
FBgn0030400,4292,3969,4587,4221
FBgn0030395,5,8,3,3
FBgn0030391,350,324,449,403
FBgn0030390,1,4,3,4
FBgn0052651,1,6,2,4
FBgn0030385,1,1,0,0
FBgn0030409,14,17,11,15
FBgn0030411,233,307,292,339
FBgn0030412,847,892,959,888
FBgn0015024,634,766,672,849
FBgn0030417,131,140,110,145
FBgn0030418,2982,3233,3045,3172
FBgn0030421,405,628,438,658
FBgn0030425,50,31,58,55
FBgn0030433,241,243,258,275
FBgn0030435,202,218,251,244
FBgn0030434,356,313,319,362
FBgn0030432,11,17,12,12
FBgn0030431,766,671,886,648
FBgn0052649,210,202,239,219
FBgn0052650,111,109,88,113
FBgn0030429,22,30,34,33
FBgn0052647,1158,2279,1206,2318
FBgn0030420,759,1010,778,1026
FBgn0020513,12303,13766,15305,14100
FBgn0030410,48,51,47,54
FBgn0052642,0,1,0,2
FBgn0052644,0,1,3,2
FBgn0030438,2,2,2,3
FBgn0052643,0,0,0,1
FBgn0030441,1,1,1,0
FBgn0030447,359,422,472,449
FBgn0030451,18,10,22,11
FBgn0030452,70,59,53,59
FBgn0052645,49,32,30,37
FBgn0030456,662,715,751,752
FBgn0030457,202,214,235,254
FBgn0052640,61,69,47,67
FBgn0052641,1,3,2,1
FBgn0029133,625,675,625,655
FBgn0004456,296,463,326,409
FBgn0030462,19,7,19,5
FBgn0052639,4,5,3,9
FBgn0030460,176,191,192,218
FBgn0030459,25,34,35,31
FBgn0025463,491,441,527,481
FBgn0030455,4,6,5,4
FBgn0052638,1666,1558,1578,1645
FBgn0030449,9,5,4,8
FBgn0010303,848,880,932,906
FBgn0030443,0,1,3,1
FBgn0030440,0,0,1,1
FBgn0030439,2,2,0,0
FBgn0030437,4,3,1,4
FBgn0000346,145,161,132,139
FBgn0030465,178,172,182,178
FBgn0030466,597,619,619,665
FBgn0030468,651,647,701,694
FBgn0040309,4325,4716,4642,4702
FBgn0052636,302,673,372,705
FBgn0030474,248,258,274,267
FBgn0030477,10,7,6,13
FBgn0030478,766,883,876,964
FBgn0030480,220,229,237,255
FBgn0030481,184,229,195,233
FBgn0030482,5284,4780,5637,5369
FBgn0030484,1691,1563,1713,1575
FBgn0030486,419,397,402,460
